node,prompt,classname,level,classidx,isleaf
n01914163,a photo of a anthozoan.,anthozoan,3,999999,0
n02075296,a photo of a carnivore.,carnivore,3,999999,0
n02329401,a photo of a rodent.,rodent,3,999999,0
n01874434,a photo of a marsupial.,marsupial,3,999999,0
n01871875,a photo of a monotreme.,monotreme,3,999999,0
n02453611,a photo of a edentate.,edentate,3,999999,0
n02370806,a photo of a ungulate.,ungulate,3,999999,0
n02323449,a photo of a lagomorph.,lagomorph,3,999999,0
n02503127,a photo of a proboscidean.,proboscidean,3,999999,0
n02062017,a photo of a aquatic mammal.,aquatic mammal,3,999999,0
n02469914,a photo of a primate.,primate,3,999999,0
n02514825,a photo of a bony fish.,bony fish,3,999999,0
n01480516,a photo of a cartilaginous fish.,cartilaginous fish,3,999999,0
dummy9,a photo of a serpentes.,serpentes,3,999999,0
n01696633,a photo of a crocodilian reptile.,crocodilian reptile,3,999999,0
n01662622,a photo of a chelonian.,chelonian,3,999999,0
n01674216,a photo of a saurian.,saurian,3,999999,0
dummy7,a photo of a dummy7.,dummy7,3,999999,0
dummy8,a photo of a dummy8.,dummy8,3,999999,0
n00007846,a photo of a person.,person,3,999999,0
n12997654,a photo of a basidiomycete.,basidiomycete,3,999999,0
n11669921,a photo of a flower.,flower,3,999999,0
n03816005,a photo of a neckwear.,neckwear,3,999999,0
n03381126,a photo of a footwear.,footwear,3,999999,0
dummy39,a photo of a dummy39.,dummy39,3,999999,0
n03502509,a photo of a headdress.,headdress,3,999999,0
dummy52,a photo of a bag.,bag,3,999999,0
dummy35,a photo of a armor.,armor,3,999999,0
dummy34,a photo of a facial accessories.,facial accessories,3,999999,0
n03419014,a photo of a garment.,garment,3,999999,0
n03113152,a photo of a cosmetic.,cosmetic,3,999999,0
n13134947,a photo of a fruit.,fruit,3,999999,0
n07707451,a photo of a vegetable.,vegetable,3,999999,0
n07557434,a photo of a dish.,dish,3,999999,0
n07609840,a photo of a dessert.,dessert,3,999999,0
n01768244,a photo of a trilobite.,trilobite,3,69,1
n07810907,a photo of a condiment.,condiment,3,999999,0
n07622061,a photo of a baked goods.,baked goods,3,999999,0
n07884567,a photo of a alcohol.,alcohol,3,999999,0
n04235291,a photo of a sled.,sled,3,999999,0
n02686568,a photo of a aircraft.,aircraft,3,999999,0
n04530566,a photo of a vessel.,vessel,3,999999,0
n04464852,a photo of a tracked vehicle.,tracked vehicle,3,999999,0
dummy30,a photo of a cycles.,cycles,3,999999,0
n01784675,a photo of a centipede.,centipede,3,79,1
n04468005,a photo of a train.,train,3,999999,0
n02970849,a photo of a cart.,cart,3,999999,0
n03791235,a photo of a motor vehicle.,motor vehicle,3,999999,0
n03528263,a photo of a home appliance.,home appliance,3,999999,0
n03926148,a photo of a photographic equipment.,photographic equipment,3,999999,0
n04285146,a photo of a sports equipment.,sports equipment,3,999999,0
n03278248,a photo of a electronic equipment.,electronic equipment,3,999999,0
n04451818,a photo of a tool.,tool,3,999999,0
n03621049,a photo of a kitchen utensil.,kitchen utensil,3,999999,0
n04381994,a photo of a tableware.,tableware,3,999999,0
n04147495,a photo of a scientific instrument.,scientific instrument,3,999999,0
n03739693,a photo of a medical instrument.,medical instrument,3,999999,0
n04565375,a photo of a weapon.,weapon,3,999999,0
n03733925,a photo of a measuring instrument.,measuring instrument,3,999999,0
n03800933,a photo of a musical instrument.,musical instrument,3,999999,0
n03932670,a photo of a piece of cloth.,piece of cloth,3,999999,0
n03636649,a photo of a lamp.,lamp,3,999999,0
dummy56,a photo of a dummy56.,dummy56,3,999999,0
n03366823,a photo of a floor cover.,floor cover,3,999999,0
n04161981,a photo of a seat.,seat,3,999999,0
n04151581,a photo of a screen.,screen,3,999999,0
n04379243,a photo of a table.,table,3,999999,0
n04549122,a photo of a wall unit.,wall unit,3,999999,0
n02821943,a photo of a bedroom furniture.,bedroom furniture,3,999999,0
n02796623,a photo of a barrier.,barrier,3,999999,0
n02735688,a photo of a area.,area,3,999999,0
dummy73,a photo of a dummy73.,dummy73,3,999999,0
dummy78,a photo of a dummy78.,dummy78,3,999999,0
n01955084,a photo of a chiton.,chiton,3,116,1
dummy72,a photo of a dummy72.,dummy72,3,999999,0
n02913152,a photo of a building.,building,3,999999,0
dummy77,a photo of a dummy77.,dummy77,3,999999,0
n09359803,a photo of a mountain.,mountain,3,999999,0
n09433442,a photo of a shore.,shore,3,999999,0
n01440764,a photo of a tench.,tench,4,0,1
n01443537,a photo of a goldfish.,goldfish,4,1,1
n01484850,a photo of a great white shark.,great white shark,4,2,1
n01491361,a photo of a tiger shark.,tiger shark,4,3,1
n01494475,a photo of a hammerhead shark.,hammerhead shark,4,4,1
n01496331,a photo of a electric ray.,electric ray,4,5,1
n01498041,a photo of a stingray.,stingray,4,6,1
n01514668,a photo of a rooster.,rooster,4,7,1
n01514859,a photo of a hen.,hen,4,8,1
n01518878,a photo of a ostrich.,ostrich,4,9,1
n01530575,a photo of a brambling.,brambling,4,10,1
n01531178,a photo of a goldfinch.,goldfinch,4,11,1
n01532829,a photo of a house finch.,house finch,4,12,1
n01534433,a photo of a junco.,junco,4,13,1
n01537544,a photo of a indigo bunting.,indigo bunting,4,14,1
n01558993,a photo of a American robin.,American robin,4,15,1
n01560419,a photo of a bulbul.,bulbul,4,16,1
n01580077,a photo of a jay.,jay,4,17,1
n01582220,a photo of a magpie.,magpie,4,18,1
n01592084,a photo of a chickadee.,chickadee,4,19,1
n01601694,a photo of a American dipper.,American dipper,4,20,1
n01608432,a photo of a kite (bird of prey).,kite (bird of prey),4,21,1
n01614925,a photo of a bald eagle.,bald eagle,4,22,1
n01616318,a photo of a vulture.,vulture,4,23,1
n01622779,a photo of a great grey owl.,great grey owl,4,24,1
n01629819,a photo of a fire salamander.,fire salamander,4,25,1
n01630670,a photo of a smooth newt.,smooth newt,4,26,1
n01631663,a photo of a newt.,newt,4,27,1
n01632458,a photo of a spotted salamander.,spotted salamander,4,28,1
n01632777,a photo of a axolotl.,axolotl,4,29,1
n01641577,a photo of a American bullfrog.,American bullfrog,4,30,1
n01644373,a photo of a tree frog.,tree frog,4,31,1
n01644900,a photo of a tailed frog.,tailed frog,4,32,1
n01664065,a photo of a loggerhead sea turtle.,loggerhead sea turtle,4,33,1
n01665541,a photo of a leatherback sea turtle.,leatherback sea turtle,4,34,1
n01667114,a photo of a mud turtle.,mud turtle,4,35,1
n01667778,a photo of a terrapin.,terrapin,4,36,1
n01669191,a photo of a box turtle.,box turtle,4,37,1
n01675722,a photo of a banded gecko.,banded gecko,4,38,1
n01677366,a photo of a green iguana.,green iguana,4,39,1
n01682714,a photo of a Carolina anole.,Carolina anole,4,40,1
n01685808,a photo of a desert grassland whiptail lizard.,desert grassland whiptail lizard,4,41,1
n01687978,a photo of a agama.,agama,4,42,1
n01688243,a photo of a frilled-necked lizard.,frilled-necked lizard,4,43,1
n01689811,a photo of a alligator lizard.,alligator lizard,4,44,1
n01692333,a photo of a Gila monster.,Gila monster,4,45,1
n01693334,a photo of a European green lizard.,European green lizard,4,46,1
n01694178,a photo of a chameleon.,chameleon,4,47,1
n01695060,a photo of a Komodo dragon.,Komodo dragon,4,48,1
n01697457,a photo of a Nile crocodile.,Nile crocodile,4,49,1
n01698640,a photo of a American alligator.,American alligator,4,50,1
n01704323,a photo of a triceratops.,triceratops,4,51,1
n01728572,a photo of a worm snake.,worm snake,4,52,1
n01728920,a photo of a ring-necked snake.,ring-necked snake,4,53,1
n01729322,a photo of a eastern hog-nosed snake.,eastern hog-nosed snake,4,54,1
n01729977,a photo of a smooth green snake.,smooth green snake,4,55,1
n01734418,a photo of a kingsnake.,kingsnake,4,56,1
n01735189,a photo of a garter snake.,garter snake,4,57,1
n01737021,a photo of a water snake.,water snake,4,58,1
n01739381,a photo of a vine snake.,vine snake,4,59,1
n01740131,a photo of a night snake.,night snake,4,60,1
n01742172,a photo of a boa constrictor.,boa constrictor,4,61,1
n01744401,a photo of a African rock python.,African rock python,4,62,1
n01748264,a photo of a Indian cobra.,Indian cobra,4,63,1
n01749939,a photo of a green mamba.,green mamba,4,64,1
n01751748,a photo of a sea snake.,sea snake,4,65,1
n01753488,a photo of a Saharan horned viper.,Saharan horned viper,4,66,1
n01755581,a photo of a eastern diamondback rattlesnake.,eastern diamondback rattlesnake,4,67,1
n01756291,a photo of a sidewinder rattlesnake.,sidewinder rattlesnake,4,68,1
n01770081,a photo of a harvestman.,harvestman,4,70,1
n01770393,a photo of a scorpion.,scorpion,4,71,1
n01773157,a photo of a yellow garden spider.,yellow garden spider,4,72,1
n01773549,a photo of a barn spider.,barn spider,4,73,1
n01773797,a photo of a European garden spider.,European garden spider,4,74,1
n01774384,a photo of a southern black widow.,southern black widow,4,75,1
n01774750,a photo of a tarantula.,tarantula,4,76,1
n01775062,a photo of a wolf spider.,wolf spider,4,77,1
n01776313,a photo of a tick.,tick,4,78,1
n01795545,a photo of a black grouse.,black grouse,4,80,1
n01796340,a photo of a ptarmigan.,ptarmigan,4,81,1
n01797886,a photo of a ruffed grouse.,ruffed grouse,4,82,1
n01798484,a photo of a prairie grouse.,prairie grouse,4,83,1
n01806143,a photo of a peafowl.,peafowl,4,84,1
n01806567,a photo of a quail.,quail,4,85,1
n01807496,a photo of a partridge.,partridge,4,86,1
n01817953,a photo of a african grey parrot.,african grey parrot,4,87,1
n01818515,a photo of a macaw.,macaw,4,88,1
n01819313,a photo of a sulphur-crested cockatoo.,sulphur-crested cockatoo,4,89,1
n01820546,a photo of a lorikeet.,lorikeet,4,90,1
n01824575,a photo of a coucal.,coucal,4,91,1
n01828970,a photo of a bee eater.,bee eater,4,92,1
n01829413,a photo of a hornbill.,hornbill,4,93,1
n01833805,a photo of a hummingbird.,hummingbird,4,94,1
n01843065,a photo of a jacamar.,jacamar,4,95,1
n01843383,a photo of a toucan.,toucan,4,96,1
n01847000,a photo of a duck.,duck,4,97,1
n01855032,a photo of a red-breasted merganser.,red-breasted merganser,4,98,1
n01855672,a photo of a goose.,goose,4,99,1
n01860187,a photo of a black swan.,black swan,4,100,1
n01871265,a photo of a tusker.,tusker,4,101,1
n01872401,a photo of a echidna.,echidna,4,102,1
n01873310,a photo of a platypus.,platypus,4,103,1
n01877812,a photo of a wallaby.,wallaby,4,104,1
n01882714,a photo of a koala.,koala,4,105,1
n01883070,a photo of a wombat.,wombat,4,106,1
n01910747,a photo of a jellyfish.,jellyfish,4,107,1
n01914609,a photo of a sea anemone.,sea anemone,4,108,1
n01917289,a photo of a brain coral.,brain coral,4,109,1
n01924916,a photo of a flatworm.,flatworm,4,110,1
n01930112,a photo of a nematode.,nematode,4,111,1
n01943899,a photo of a conch.,conch,4,112,1
n01944390,a photo of a snail.,snail,4,113,1
n01945685,a photo of a slug.,slug,4,114,1
n01950731,a photo of a sea slug.,sea slug,4,115,1
n01968897,a photo of a chambered nautilus.,chambered nautilus,4,117,1
n01978287,a photo of a Dungeness crab.,Dungeness crab,4,118,1
n01978455,a photo of a rock crab.,rock crab,4,119,1
n01980166,a photo of a fiddler crab.,fiddler crab,4,120,1
n01981276,a photo of a red king crab.,red king crab,4,121,1
n01983481,a photo of a American lobster.,American lobster,4,122,1
n01984695,a photo of a spiny lobster.,spiny lobster,4,123,1
n01985128,a photo of a crayfish.,crayfish,4,124,1
n01986214,a photo of a hermit crab.,hermit crab,4,125,1
n01990800,a photo of a isopod.,isopod,4,126,1
n02002556,a photo of a white stork.,white stork,4,127,1
n02002724,a photo of a black stork.,black stork,4,128,1
n02006656,a photo of a spoonbill.,spoonbill,4,129,1
n02007558,a photo of a flamingo.,flamingo,4,130,1
n02009229,a photo of a little blue heron.,little blue heron,4,131,1
n02009912,a photo of a great egret.,great egret,4,132,1
n02011460,a photo of a bittern bird.,bittern bird,4,133,1
n02012849,a photo of a crane bird.,crane bird,4,134,1
n02013706,a photo of a limpkin.,limpkin,4,135,1
n02017213,a photo of a common gallinule.,common gallinule,4,136,1
n02018207,a photo of a American coot.,American coot,4,137,1
n02018795,a photo of a bustard.,bustard,4,138,1
n02025239,a photo of a ruddy turnstone.,ruddy turnstone,4,139,1
n02027492,a photo of a dunlin.,dunlin,4,140,1
n02028035,a photo of a common redshank.,common redshank,4,141,1
n02033041,a photo of a dowitcher.,dowitcher,4,142,1
n02037110,a photo of a oystercatcher.,oystercatcher,4,143,1
n02051845,a photo of a pelican.,pelican,4,144,1
n02056570,a photo of a king penguin.,king penguin,4,145,1
n02058221,a photo of a albatross.,albatross,4,146,1
n02066245,a photo of a grey whale.,grey whale,4,147,1
n02071294,a photo of a killer whale.,killer whale,4,148,1
n02074367,a photo of a dugong.,dugong,4,149,1
n02077923,a photo of a sea lion.,sea lion,4,150,1
n02085620,a photo of a Chihuahua.,Chihuahua,4,151,1
n02085782,a photo of a Japanese Chin.,Japanese Chin,4,152,1
n02085936,a photo of a Maltese.,Maltese,4,153,1
n02086079,a photo of a Pekingese.,Pekingese,4,154,1
n02086240,a photo of a Shih Tzu.,Shih Tzu,4,155,1
n02086646,a photo of a King Charles Spaniel.,King Charles Spaniel,4,156,1
n02086910,a photo of a Papillon.,Papillon,4,157,1
n02087046,a photo of a toy terrier.,toy terrier,4,158,1
n02087394,a photo of a Rhodesian Ridgeback.,Rhodesian Ridgeback,4,159,1
n02088094,a photo of a Afghan Hound.,Afghan Hound,4,160,1
n02088238,a photo of a Basset Hound.,Basset Hound,4,161,1
n02088364,a photo of a Beagle.,Beagle,4,162,1
n02088466,a photo of a Bloodhound.,Bloodhound,4,163,1
n02088632,a photo of a Bluetick Coonhound.,Bluetick Coonhound,4,164,1
n02089078,a photo of a Black and Tan Coonhound.,Black and Tan Coonhound,4,165,1
n02089867,a photo of a Treeing Walker Coonhound.,Treeing Walker Coonhound,4,166,1
n02089973,a photo of a English foxhound.,English foxhound,4,167,1
n02090379,a photo of a Redbone Coonhound.,Redbone Coonhound,4,168,1
n02090622,a photo of a borzoi.,borzoi,4,169,1
n02090721,a photo of a Irish Wolfhound.,Irish Wolfhound,4,170,1
n02091032,a photo of a Italian Greyhound.,Italian Greyhound,4,171,1
n02091134,a photo of a Whippet.,Whippet,4,172,1
n02091244,a photo of a Ibizan Hound.,Ibizan Hound,4,173,1
n02091467,a photo of a Norwegian Elkhound.,Norwegian Elkhound,4,174,1
n02091635,a photo of a Otterhound.,Otterhound,4,175,1
n02091831,a photo of a Saluki.,Saluki,4,176,1
n02092002,a photo of a Scottish Deerhound.,Scottish Deerhound,4,177,1
n02092339,a photo of a Weimaraner.,Weimaraner,4,178,1
n02093256,a photo of a Staffordshire Bull Terrier.,Staffordshire Bull Terrier,4,179,1
n02093428,a photo of a American Staffordshire Terrier.,American Staffordshire Terrier,4,180,1
n02093647,a photo of a Bedlington Terrier.,Bedlington Terrier,4,181,1
n02093754,a photo of a Border Terrier.,Border Terrier,4,182,1
n02093859,a photo of a Kerry Blue Terrier.,Kerry Blue Terrier,4,183,1
n02093991,a photo of a Irish Terrier.,Irish Terrier,4,184,1
n02094114,a photo of a Norfolk Terrier.,Norfolk Terrier,4,185,1
n02094258,a photo of a Norwich Terrier.,Norwich Terrier,4,186,1
n02094433,a photo of a Yorkshire Terrier.,Yorkshire Terrier,4,187,1
n02095314,a photo of a Wire Fox Terrier.,Wire Fox Terrier,4,188,1
n02095570,a photo of a Lakeland Terrier.,Lakeland Terrier,4,189,1
n02095889,a photo of a Sealyham Terrier.,Sealyham Terrier,4,190,1
n02096051,a photo of a Airedale Terrier.,Airedale Terrier,4,191,1
n02096177,a photo of a Cairn Terrier.,Cairn Terrier,4,192,1
n02096294,a photo of a Australian Terrier.,Australian Terrier,4,193,1
n02096437,a photo of a Dandie Dinmont Terrier.,Dandie Dinmont Terrier,4,194,1
n02096585,a photo of a Boston Terrier.,Boston Terrier,4,195,1
n02097047,a photo of a Miniature Schnauzer.,Miniature Schnauzer,4,196,1
n02097130,a photo of a Giant Schnauzer.,Giant Schnauzer,4,197,1
n02097209,a photo of a Standard Schnauzer.,Standard Schnauzer,4,198,1
n02097298,a photo of a Scottish Terrier.,Scottish Terrier,4,199,1
n02097474,a photo of a Tibetan Terrier.,Tibetan Terrier,4,200,1
n02097658,a photo of a Australian Silky Terrier.,Australian Silky Terrier,4,201,1
n02098105,a photo of a Soft-coated Wheaten Terrier.,Soft-coated Wheaten Terrier,4,202,1
n02098286,a photo of a West Highland White Terrier.,West Highland White Terrier,4,203,1
n02098413,a photo of a Lhasa Apso.,Lhasa Apso,4,204,1
n02099267,a photo of a Flat-Coated Retriever.,Flat-Coated Retriever,4,205,1
n02099429,a photo of a Curly-coated Retriever.,Curly-coated Retriever,4,206,1
n02099601,a photo of a Golden Retriever.,Golden Retriever,4,207,1
n02099712,a photo of a Labrador Retriever.,Labrador Retriever,4,208,1
n02099849,a photo of a Chesapeake Bay Retriever.,Chesapeake Bay Retriever,4,209,1
n02100236,a photo of a German Shorthaired Pointer.,German Shorthaired Pointer,4,210,1
n02100583,a photo of a Vizsla.,Vizsla,4,211,1
n02100735,a photo of a English Setter.,English Setter,4,212,1
n02100877,a photo of a Irish Setter.,Irish Setter,4,213,1
n02101006,a photo of a Gordon Setter.,Gordon Setter,4,214,1
n02101388,a photo of a Brittany dog.,Brittany dog,4,215,1
n02101556,a photo of a Clumber Spaniel.,Clumber Spaniel,4,216,1
n02102040,a photo of a English Springer Spaniel.,English Springer Spaniel,4,217,1
n02102177,a photo of a Welsh Springer Spaniel.,Welsh Springer Spaniel,4,218,1
n02102318,a photo of a Cocker Spaniel.,Cocker Spaniel,4,219,1
n02102480,a photo of a Sussex Spaniel.,Sussex Spaniel,4,220,1
n02102973,a photo of a Irish Water Spaniel.,Irish Water Spaniel,4,221,1
n02104029,a photo of a Kuvasz.,Kuvasz,4,222,1
n02104365,a photo of a Schipperke.,Schipperke,4,223,1
n02105056,a photo of a Groenendael dog.,Groenendael dog,4,224,1
n02105162,a photo of a Malinois.,Malinois,4,225,1
n02105251,a photo of a Briard.,Briard,4,226,1
n02105412,a photo of a Australian Kelpie.,Australian Kelpie,4,227,1
n02105505,a photo of a Komondor.,Komondor,4,228,1
n02105641,a photo of a Old English Sheepdog.,Old English Sheepdog,4,229,1
n02105855,a photo of a Shetland Sheepdog.,Shetland Sheepdog,4,230,1
n02106030,a photo of a collie.,collie,4,231,1
n02106166,a photo of a Border Collie.,Border Collie,4,232,1
n02106382,a photo of a Bouvier des Flandres dog.,Bouvier des Flandres dog,4,233,1
n02106550,a photo of a Rottweiler.,Rottweiler,4,234,1
n02106662,a photo of a German Shepherd Dog.,German Shepherd Dog,4,235,1
n02107142,a photo of a Dobermann.,Dobermann,4,236,1
n02107312,a photo of a Miniature Pinscher.,Miniature Pinscher,4,237,1
n02107574,a photo of a Greater Swiss Mountain Dog.,Greater Swiss Mountain Dog,4,238,1
n02107683,a photo of a Bernese Mountain Dog.,Bernese Mountain Dog,4,239,1
n02107908,a photo of a Appenzeller Sennenhund.,Appenzeller Sennenhund,4,240,1
n02108000,a photo of a Entlebucher Sennenhund.,Entlebucher Sennenhund,4,241,1
n02108089,a photo of a Boxer.,Boxer,4,242,1
n02108422,a photo of a Bullmastiff.,Bullmastiff,4,243,1
n02108551,a photo of a Tibetan Mastiff.,Tibetan Mastiff,4,244,1
n02108915,a photo of a French Bulldog.,French Bulldog,4,245,1
n02109047,a photo of a Great Dane.,Great Dane,4,246,1
n02109525,a photo of a St. Bernard.,St. Bernard,4,247,1
n02109961,a photo of a husky.,husky,4,248,1
n02110063,a photo of a Alaskan Malamute.,Alaskan Malamute,4,249,1
n02110185,a photo of a Siberian Husky.,Siberian Husky,4,250,1
n02110341,a photo of a Dalmatian.,Dalmatian,4,251,1
n02110627,a photo of a Affenpinscher.,Affenpinscher,4,252,1
n02110806,a photo of a Basenji.,Basenji,4,253,1
n02110958,a photo of a pug.,pug,4,254,1
n02111129,a photo of a Leonberger.,Leonberger,4,255,1
n02111277,a photo of a Newfoundland dog.,Newfoundland dog,4,256,1
n02111500,a photo of a Great Pyrenees dog.,Great Pyrenees dog,4,257,1
n02111889,a photo of a Samoyed.,Samoyed,4,258,1
n02112018,a photo of a Pomeranian.,Pomeranian,4,259,1
n02112137,a photo of a Chow Chow.,Chow Chow,4,260,1
n02112350,a photo of a Keeshond.,Keeshond,4,261,1
n02112706,a photo of a brussels griffon.,brussels griffon,4,262,1
n02113023,a photo of a Pembroke Welsh Corgi.,Pembroke Welsh Corgi,4,263,1
n02113186,a photo of a Cardigan Welsh Corgi.,Cardigan Welsh Corgi,4,264,1
n02113624,a photo of a Toy Poodle.,Toy Poodle,4,265,1
n02113712,a photo of a Miniature Poodle.,Miniature Poodle,4,266,1
n02113799,a photo of a Standard Poodle.,Standard Poodle,4,267,1
n02113978,a photo of a Mexican hairless dog (xoloitzcuintli).,Mexican hairless dog (xoloitzcuintli),4,268,1
n02114367,a photo of a grey wolf.,grey wolf,4,269,1
n02114548,a photo of a Alaskan tundra wolf.,Alaskan tundra wolf,4,270,1
n02114712,a photo of a red wolf or maned wolf.,red wolf or maned wolf,4,271,1
n02114855,a photo of a coyote.,coyote,4,272,1
n02115641,a photo of a dingo.,dingo,4,273,1
n02115913,a photo of a dhole.,dhole,4,274,1
n02116738,a photo of a African wild dog.,African wild dog,4,275,1
n02117135,a photo of a hyena.,hyena,4,276,1
n02119022,a photo of a red fox.,red fox,4,277,1
n02119789,a photo of a kit fox.,kit fox,4,278,1
n02120079,a photo of a Arctic fox.,Arctic fox,4,279,1
n02120505,a photo of a grey fox.,grey fox,4,280,1
n02123045,a photo of a tabby cat.,tabby cat,4,281,1
n02123159,a photo of a tiger cat.,tiger cat,4,282,1
n02123394,a photo of a Persian cat.,Persian cat,4,283,1
n02123597,a photo of a Siamese cat.,Siamese cat,4,284,1
n02124075,a photo of a Egyptian Mau.,Egyptian Mau,4,285,1
n02125311,a photo of a cougar.,cougar,4,286,1
n02127052,a photo of a lynx.,lynx,4,287,1
n02128385,a photo of a leopard.,leopard,4,288,1
n02128757,a photo of a snow leopard.,snow leopard,4,289,1
n02128925,a photo of a jaguar.,jaguar,4,290,1
n02129165,a photo of a lion.,lion,4,291,1
n02129604,a photo of a tiger.,tiger,4,292,1
n02130308,a photo of a cheetah.,cheetah,4,293,1
n02132136,a photo of a brown bear.,brown bear,4,294,1
n02133161,a photo of a American black bear.,American black bear,4,295,1
n02134084,a photo of a polar bear.,polar bear,4,296,1
n02134418,a photo of a sloth bear.,sloth bear,4,297,1
n02137549,a photo of a mongoose.,mongoose,4,298,1
n02138441,a photo of a meerkat.,meerkat,4,299,1
n02165105,a photo of a tiger beetle.,tiger beetle,4,300,1
n02165456,a photo of a ladybug.,ladybug,4,301,1
n02167151,a photo of a ground beetle.,ground beetle,4,302,1
n02168699,a photo of a longhorn beetle.,longhorn beetle,4,303,1
n02169497,a photo of a leaf beetle.,leaf beetle,4,304,1
n02172182,a photo of a dung beetle.,dung beetle,4,305,1
n02174001,a photo of a rhinoceros beetle.,rhinoceros beetle,4,306,1
n02177972,a photo of a weevil.,weevil,4,307,1
n02190166,a photo of a fly.,fly,4,308,1
n02206856,a photo of a bee.,bee,4,309,1
n02219486,a photo of a ant.,ant,4,310,1
n02226429,a photo of a grasshopper.,grasshopper,4,311,1
n02229544,a photo of a cricket insect.,cricket insect,4,312,1
n02231487,a photo of a stick insect.,stick insect,4,313,1
n02233338,a photo of a cockroach.,cockroach,4,314,1
n02236044,a photo of a praying mantis.,praying mantis,4,315,1
n02256656,a photo of a cicada.,cicada,4,316,1
n02259212,a photo of a leafhopper.,leafhopper,4,317,1
n02264363,a photo of a lacewing.,lacewing,4,318,1
n02268443,a photo of a dragonfly.,dragonfly,4,319,1
n02268853,a photo of a damselfly.,damselfly,4,320,1
n02276258,a photo of a red admiral butterfly.,red admiral butterfly,4,321,1
n02277742,a photo of a ringlet butterfly.,ringlet butterfly,4,322,1
n02279972,a photo of a monarch butterfly.,monarch butterfly,4,323,1
n02280649,a photo of a small white butterfly.,small white butterfly,4,324,1
n02281406,a photo of a sulphur butterfly.,sulphur butterfly,4,325,1
n02281787,a photo of a gossamer-winged butterfly.,gossamer-winged butterfly,4,326,1
n02317335,a photo of a starfish.,starfish,4,327,1
n02319095,a photo of a sea urchin.,sea urchin,4,328,1
n02321529,a photo of a sea cucumber.,sea cucumber,4,329,1
n02325366,a photo of a cottontail rabbit.,cottontail rabbit,4,330,1
n02326432,a photo of a hare.,hare,4,331,1
n02328150,a photo of a Angora rabbit.,Angora rabbit,4,332,1
n02342885,a photo of a hamster.,hamster,4,333,1
n02346627,a photo of a porcupine.,porcupine,4,334,1
n02356798,a photo of a fox squirrel.,fox squirrel,4,335,1
n02361337,a photo of a marmot.,marmot,4,336,1
n02363005,a photo of a beaver.,beaver,4,337,1
n02364673,a photo of a guinea pig.,guinea pig,4,338,1
n02389026,a photo of a common sorrel horse.,common sorrel horse,4,339,1
n02391049,a photo of a zebra.,zebra,4,340,1
