index,node,prompt,class_name,is_leaf,classidx
61,n04399382,itap of a teddy bear.,teddy bear,1,850
62,n03109150,itap of a corkscrew.,corkscrew,1,512
63,n03933933,itap of a pier.,pier,1,718
64,n03492542,itap of a hard disk drive.,hard disk drive,1,592
65,n03935335,itap of a piggy bank.,piggy bank,1,719
66,n02796623,itap of a barrier.,barrier,0,99999
67,n07579787,itap of a plate.,plate,1,923
68,n03888257,itap of a parachute.,parachute,1,701
69,n00007846,itap of a person or human being.,person or human being,0,99999
70,n04548362,itap of a wallet storage.,wallet storage,1,893
71,n07565083,itap of a restaurant menu.,restaurant menu,1,922
72,dummy131,itap of a cleaning equipment.,cleaning equipment,0,99999
73,n04437953,itap of a timepiece or clock.,timepiece or clock,0,99999
74,n03063599,itap of a coffee mug.,coffee mug,1,504
75,n09287968,itap of a geological formation a body of rock.,geological formation a body of rock,0,99999
76,n02965783,itap of a car mirror.,car mirror,1,475
77,n03532672,itap of a hook.,hook,1,600
78,n03868863,itap of a oxygen mask.,oxygen mask,1,691
79,n06785654,itap of a crossword puzzle.,crossword puzzle,1,918
80,n04254120,itap of a soap dispenser.,soap dispenser,1,804
81,n02808440,itap of a bathtub.,bathtub,1,435
82,n06596364,itap of a comic book.,comic book,1,917
83,n03873416,itap of a paddle  oar.,paddle  oar,1,693
84,n03792972,itap of a tent.,tent,1,672
85,n04141327,itap of a scabbard.,scabbard,1,777
86,n04562935,itap of a water tower building.,water tower building,1,900
87,n03717622,itap of a manhole cover.,manhole cover,1,640
88,n03764736,itap of a milk can.,milk can,1,653
89,n03743902,itap of a memorial monument.,memorial monument,0,99999
90,n03065424,itap of a spiral or coil.,spiral or coil,1,506
91,n04285146,itap of a sports equipment.,sports equipment,0,99999
92,n03291819,itap of a envelope.,envelope,1,549
93,n02951585,itap of a can opener.,can opener,1,473
94,n02841315,itap of a binoculars or field glasses.,binoculars or field glasses,1,447
95,n03598930,itap of a jigsaw puzzle.,jigsaw puzzle,1,611
96,n03621049,itap of a kitchen utensil.,kitchen utensil,0,99999
97,n02999410,itap of a chain.,chain,1,488
98,n04507155,itap of a umbrella.,umbrella,1,879
99,n03871628,itap of a product packet or packaging.,product packet or packaging,1,692
100,n02876657,itap of a bottle.,bottle,0,99999
101,n04332243,itap of a strainer.,strainer,1,828
102,n02840245,itap of a ring binder.,ring binder,1,446
103,n04258138,itap of a solar thermal collector.,solar thermal collector,1,807
104,dummy105,itap of a fabric.,fabric,0,99999
105,n03216828,itap of a dock or docking facility.,dock or docking facility,1,536
106,n03278248,itap of a electronic appliance.,electronic appliance,0,99999
107,n04235860,itap of a sleeping bag.,sleeping bag,1,797
108,n04044716,itap of a radio telescope.,radio telescope,1,755
109,n03666591,itap of a lighter or igniter.,lighter or igniter,1,626
110,n04217882,itap of a signboard.,signboard,0,99999
111,n03100490,itap of a transport vehicle.,transport vehicle,0,99999
112,n03126707,itap of a construction crane.,construction crane,1,517
113,n04105068,itap of a roof or ceiling of building.,roof or ceiling of building,0,99999
114,n04049303,itap of a rain water barrel.,rain water barrel,1,756
115,n03240683,itap of a drilling offshore rig.,drilling offshore rig,1,540
116,n03733925,itap of a measuring instrument.,measuring instrument,0,99999
117,n02880940,itap of a bowl.,bowl,0,99999
118,n03467068,itap of a guillotine.,guillotine,1,583
119,n03920288,itap of a petri dish.,petri dish,1,712
120,n04336792,itap of a stretcher.,stretcher,1,830
121,n03489162,itap of a hand tool.,hand tool,0,99999
122,n02666196,itap of a abacus.,abacus,1,398
123,n04272054,itap of a spectacles or glasses.,spectacles or glasses,0,99999
124,n12992868,itap of a fungus.,fungus,0,99999
125,n02913152,itap of a building.,building,0,99999
126,n04456115,itap of a torch.,torch,1,862
127,n02795169,itap of a barrel.,barrel,1,427
128,n03929660,itap of a plectrum.,plectrum,1,714
129,n04522168,itap of a vase.,vase,1,883
130,n03800933,itap of a musical instrument.,musical instrument,0,99999
131,n03425413,itap of a gas pump.,gas pump,1,571
132,n06359193,itap of a web site.,web site,1,916
133,n03530642,itap of a honeycomb.,honeycomb,1,599
134,n03733131,itap of a maypole.,maypole,1,645
135,dummy230,itap of a source of illumination or lighting.,source of illumination or lighting,0,99999
136,n04067472,itap of a fishing casting reel.,fishing casting reel,1,758
137,dummy80,itap of a   basket.,  basket,0,99999
138,n03926148,itap of a photographic equipment.,photographic equipment,0,99999
139,n03825788,itap of a baby pacifier.,baby pacifier,1,680
140,dummy190,itap of a wheel.,wheel,0,99999
141,n07609840,itap of a dessert or sweet.,dessert or sweet,0,99999
142,n04235291,itap of a sled or sledge or sleigh.,sled or sledge or sleigh,0,99999
143,n03992509,itap of a potter's wheel.,potter's wheel,1,739
144,n03748162,itap of a retail store or shop.,retail store or shop,0,99999
145,n07697537,itap of a hotdog.,hotdog,1,934
146,n04005630,itap of a prison.,prison,1,743
147,n02966687,itap of a carpenter's tool kit.,carpenter's tool kit,1,477
148,n03388183,itap of a fountain pen.,fountain pen,1,563
149,n02971356,itap of a cardboard box / carton.,cardboard box / carton,1,478
150,n03208938,itap of a hydraulic brake or brake system.,hydraulic brake or brake system,1,535
151,n04485082,itap of a camera tripod stand.,camera tripod stand,1,872
152,n04372370,itap of a electrical switch.,electrical switch,1,844
153,n04476259,itap of a tray.,tray,1,868
154,n02788148,itap of a bannister (balustrade) handrail.,bannister (balustrade) handrail,1,421
155,n04404412,itap of a television or TV.,television or TV,1,851
156,n03781244,itap of a monastery.,monastery,1,663
157,n03290653,itap of a entertainment center.,entertainment center,1,548
158,n04571292,itap of a exercising weight.,exercising weight,0,99999
159,n04026417,itap of a purse.,purse,1,748
160,n04041544,itap of a wireless radio.,wireless radio,1,754
161,n02794156,itap of a barometer.,barometer,1,426
162,n04208210,itap of a shovel.,shovel,1,792
163,n07871810,itap of a meat loaf.,meat loaf,1,962
164,n09288635,itap of a geyser a geological natural spring fountain.,geyser a geological natural spring fountain,1,974
165,n04501370,itap of a turnstile gate.,turnstile gate,1,877
166,n03743016,itap of a megalithic structure.,megalithic structure,1,649
167,n01974773,itap of a crustacean.,crustacean,0,99999
168,n04550184,itap of a wardrobe or closet.,wardrobe or closet,1,894
169,n04613696,itap of a yurt tent.,yurt tent,1,915
170,n02730930,itap of a apron.,apron,1,411
171,n03602883,itap of a joystick.,joystick,1,613
172,dummy110,itap of a machine.,machine,0,99999
173,n03837869,itap of a obelisk pillar monument.,obelisk pillar monument,1,682
174,n04204238,itap of a shopping basket.,shopping basket,1,790
175,n04179913,itap of a sewing machine.,sewing machine,1,786
176,n03958227,itap of a plastic bag.,plastic bag,1,728
177,n03343853,itap of a firearm or weapon.,firearm or weapon,0,99999
178,n02877765,itap of a bottle cap.,bottle cap,1,455
179,n03729826,itap of a matchstick.,matchstick,1,644
180,n03970156,itap of a plunger or plumber's helper.,plunger or plumber's helper,1,731
181,n04194289,itap of a ship.,ship,0,99999
182,n04330267,itap of a stove.,stove,1,827
183,n03759954,itap of a microphone.,microphone,1,650
184,n03998194,itap of a prayer rug or mat.,prayer rug or mat,1,741
185,n04125021,itap of a safe.,safe,1,771
186,n03457902,itap of a greenhouse.,greenhouse,1,580
187,n04118776,itap of a ruler measuring stick.,ruler measuring stick,1,769
188,n04039381,itap of a racket or racquet.,racket or racquet,1,752
189,n03151077,itap of a curtains or drapes.,curtains or drapes,0,99999
190,n03502509,itap of a head covering or headgear.,head covering or headgear,0,99999
191,n03529860,itap of a home theater.,home theater,1,598
192,n13134947,itap of a fruit.,fruit,0,99999
193,n03932670,itap of a piece of cloth.,piece of cloth,0,99999
194,n02757462,itap of a audio or sound system.,audio or sound system,0,99999
195,n03803284,itap of a muzzle.,muzzle,1,676
196,n03953416,itap of a place of worship or house of prayer.,place of worship or house of prayer,0,99999
197,n04254777,itap of a sock.,sock,1,806
198,n04591713,itap of a wine bottle.,wine bottle,1,907
199,n13037406,itap of a gyromitra mushroom.,gyromitra mushroom,1,993
200,n02769748,itap of a backpack or rucksack.,backpack or rucksack,1,414
201,n07831146,itap of a carbonara pasta.,carbonara pasta,1,959
202,n03481172,itap of a hammer.,hammer,1,587
203,n03419014,itap of a garment or clothing.,garment or clothing,0,99999
204,n04355933,itap of a sunglasses.,sunglasses,1,836
205,n04265275,itap of a space heater.,space heater,1,811
206,n01922303,itap of a worm.,worm,0,99999
207,n04081281,itap of a restaurant or eatery.,restaurant or eatery,1,762
208,n04277352,itap of a spindle.,spindle,1,816
209,n03482405,itap of a hamper basket.,hamper basket,1,588
210,n07707451,itap of a vegetable.,vegetable,0,99999
211,n02894605,itap of a breakwater or jetty barrier.,breakwater or jetty barrier,1,460
212,n03584829,itap of a clothes iron.,clothes iron,1,606
213,n04023962,itap of a punching bag.,punching bag,1,747
214,n03633091,itap of a ladle.,ladle,1,618
215,n06794110,itap of a street sign.,street sign,1,919
216,n04311004,itap of a steel arch bridge.,steel arch bridge,1,821
217,n03967562,itap of a plow or plough.,plow or plough,1,730
218,n04317175,itap of a stethoscope.,stethoscope,1,823
219,n04438304,itap of a timer.,timer,0,99999
220,n01768244,itap of a trilobite.,trilobite,1,69
221,n02317335,itap of a starfish.,starfish,1,327
222,n03903868,itap of a pedestal.,pedestal,1,708
223,n04033901,itap of a quill pen.,quill pen,1,749
224,n03710193,itap of a mailbox.,mailbox,1,637
225,n07711569,itap of a mashed potato.,mashed potato,1,935
226,n02980441,itap of a castle.,castle,1,483
227,n01861778,itap of a mammal.,mammal,0,99999
228,n04141975,itap of a scale or weighing machine.,scale or weighing machine,1,778
229,n03841143,itap of a odometer.,odometer,1,685
230,n04356056,itap of a sunglasses or shades.,sunglasses or shades,1,837
231,n03880531,itap of a cooking pan.,cooking pan,0,99999
232,n04296562,itap of a stage.,stage,1,819
233,n03614532,itap of a keyboard instrument.,keyboard instrument,0,99999
234,n03133878,itap of a Crock Pot  cooker.,Crock Pot  cooker,1,521
235,n03777754,itap of a modem.,modem,1,662
236,n02793495,itap of a barn.,barn,1,425
237,n01503061,itap of a bird.,bird,0,99999
238,n04435653,itap of a tile roof.,tile roof,1,858
239,n12985857,itap of a coral fungus.,coral fungus,1,991
240,n02974003,itap of a car wheel.,car wheel,1,479
241,n11669921,itap of a flower.,flower,0,99999
242,n03271574,itap of a electric fan.,electric fan,1,545
243,n04557648,itap of a water bottle.,water bottle,1,898
244,n03944341,itap of a pinwheel.,pinwheel,1,723
245,n04560804,itap of a water jug.,water jug,1,899
246,n02823750,itap of a beer glass.,beer glass,1,441
247,n03042490,itap of a cliff dwelling.,cliff dwelling,1,500
248,n03937543,itap of a pill bottle.,pill bottle,1,720
249,n04517823,itap of a vacuum cleaner.,vacuum cleaner,1,882
250,n03197337,itap of a digital watch.,digital watch,1,531
251,n03697007,itap of a lumbermill or sawmill.,lumbermill or sawmill,1,634
252,n03915437,itap of a percussion instrument.,percussion instrument,0,99999
253,n03450230,itap of a gown.,gown,1,578
254,n03160309,itap of a water dam.,water dam,1,525
255,n02512053,itap of a fish.,fish,0,99999
256,n03710637,itap of a maillot tights.,maillot tights,1,638
257,n03490324,itap of a handwear.,handwear,0,99999
258,n03908618,itap of a case.,case,1,709
259,n03793489,itap of a computer mouse.,computer mouse,1,673
260,n04392985,itap of a tape player.,tape player,1,848
261,n04458633,itap of a totem pole pillar monument.,totem pole pillar monument,1,863
262,n04263257,itap of a soup bowl.,soup bowl,1,809
263,n02906734,itap of a broom.,broom,1,462
264,n03544143,itap of a hourglass or sandglass.,hourglass or sandglass,1,604
265,n04074963,itap of a remote control.,remote control,1,761
266,n03459775,itap of a radiator grille.,radiator grille,1,581
267,n03472232,itap of a gymnastic apparatus.,gymnastic apparatus,0,99999
268,dummy112,itap of a keyboard.,keyboard,0,99999
269,n02942699,itap of a camera.,camera,0,99999
270,n04417672,itap of a thatched roof.,thatched roof,1,853
271,n04554684,itap of a washer or washing machine.,washer or washing machine,1,897
272,n04376876,itap of a syringe.,syringe,1,845
273,n09421951,itap of a sandbank or shoal a geological formation.,sandbank or shoal a geological formation,1,977
274,n03763968,itap of a military uniform.,military uniform,1,652
275,n03990474,itap of a cooking pot.,cooking pot,0,99999
276,n02814860,itap of a beacon or lighthouse.,beacon or lighthouse,1,437
277,n01917289,itap of a brain coral.,brain coral,1,109
278,n07875152,itap of a potpie.,potpie,1,964
279,n02686568,itap of a aircraft.,aircraft,0,99999
280,n01940736,itap of a mollusk or mollusc.,mollusk or mollusc,0,99999
281,n04111531,itap of a rotisserie.,rotisserie,1,766
282,n02319095,itap of a sea urchin.,sea urchin,1,328
283,n03877845,itap of a palace.,palace,1,698
284,n07734744,itap of a edible mushroom.,edible mushroom,1,947
285,n03636649,itap of a lamp.,lamp,0,99999
286,dummy104,itap of a computer.,computer,0,99999
287,n03657121,itap of a lens cap.,lens cap,1,622
288,n07930864,itap of a tea cup.,tea cup,1,968
289,n04154565,itap of a screwdriver.,screwdriver,1,784
290,n07920052,itap of a espresso.,espresso,1,967
291,n02892767,itap of a bra.,bra,1,459
292,n04542943,itap of a waffle iron.,waffle iron,1,891
293,n09468604,itap of a valley a geological formation.,valley a geological formation,1,979
294,n03297495,itap of a espresso maker or coffee maker.,espresso maker or coffee maker,1,550
295,n03207941,itap of a dishwasher or dishwashing machine.,dishwasher or dishwashing machine,1,534
296,n07697313,itap of a cheeseburger or hamburger.,cheeseburger or hamburger,1,933
297,n02823428,itap of a beer bottle.,beer bottle,1,440
298,n03623198,itap of a knee pad.,knee pad,1,615
299,n02988304,itap of a CD player.,CD player,1,485
300,n06874185,itap of a traffic light or traffic signal.,traffic light or traffic signal,1,920
301,n04187547,itap of a shed.,shed,0,99999
302,n07584110,itap of a consomme.,consomme,1,925
303,n03776460,itap of a mobile home.,mobile home,1,660
304,n03874293,itap of a paddle wheel.,paddle wheel,1,694
305,n03355925,itap of a flagpole.,flagpole,1,557
306,n02778669,itap of a ball.,ball,0,99999
307,n03032252,itap of a cinema or movie theater.,cinema or movie theater,1,498
308,n03956157,itap of a planetarium.,planetarium,1,727
309,n09246464,itap of a cliff a geological formation.,cliff a geological formation,1,972
310,n04270147,itap of a spatula.,spatula,1,813
311,n07693725,itap of a bagel.,bagel,1,931
312,n03816005,itap of a neckwear.,neckwear,0,99999
313,n02950826,itap of a cannon.,cannon,1,471
314,n03709823,itap of a mailbag or messenger bag.,mailbag or messenger bag,1,636
315,n03483316,itap of a hair dryer or hair drier.,hair dryer or hair drier,1,589
316,n04238763,itap of a slide rule.,slide rule,1,798
317,n04251144,itap of a snorkel.,snorkel,1,801
318,n03775546,itap of a mixing bowl.,mixing bowl,1,659
319,n04152593,itap of a CRT screen  display.,CRT screen  display,1,782
320,n09835506,itap of a ballplayer.,ballplayer,1,981
321,n03381126,itap of a footwear.,footwear,0,99999
322,n03874599,itap of a padlock.,padlock,1,695
323,n07684084,itap of a French bread loaf.,French bread loaf,1,930
324,n09359803,itap of a mountain a geological formation.,mountain a geological formation,0,99999
325,n02843684,itap of a birdhouse.,birdhouse,1,448
326,n03649909,itap of a lawn mower.,lawn mower,1,621
327,n04033995,itap of a quilt or comforter.,quilt or comforter,1,750
328,n03995372,itap of a power drill.,power drill,1,740
329,n10565667,itap of a scuba diver.,scuba diver,1,983
330,n04367480,itap of a cleaning mop.,cleaning mop,1,840
331,n04355338,itap of a sundial.,sundial,1,835
332,n03250847,itap of a drumstick.,drumstick,1,542
333,n01784675,itap of a centipede.,centipede,1,79
334,n04576211,itap of a wheeled vehicle.,wheeled vehicle,0,99999
335,n03983396,itap of a pop bottle or soda bottle.,pop bottle or soda bottle,1,737
336,n04131690,itap of a salt shaker.,salt shaker,1,773
337,dummy20,itap of a mushroom.,mushroom,0,99999
338,n03661043,itap of a library.,library,1,624
339,n04442312,itap of a toaster.,toaster,1,859
340,n04149813,itap of a scoreboard.,scoreboard,1,781
341,n03220513,itap of a dome.,dome,1,538
342,n01914609,itap of a sea anemone.,sea anemone,1,108
343,n03405725,itap of a piece of furniture.,piece of furniture,0,99999
344,n04447443,itap of a toiletry or toilet articles.,toiletry or toilet articles,0,99999
345,n03062245,itap of a cocktail shaker.,cocktail shaker,1,503
346,n04401088,itap of a telephone.,telephone,0,99999
347,n03954731,itap of a block plane.,block plane,1,726
348,n01769347,itap of a arachnid.,arachnid,0,99999
349,n07590611,itap of a hot pot stew.,hot pot stew,1,926
350,n07720875,itap of a bell pepper.,bell pepper,1,945
351,n07892512,itap of a red wine.,red wine,1,966
352,dummy35,itap of a armor.,armor,0,99999
353,n03938244,itap of a pillow or cushion.,pillow or cushion,1,721
354,n04579145,itap of a whiskey jug.,whiskey jug,1,901
355,n04599235,itap of a wool.,wool,1,911
356,n04228054,itap of a ski.,ski,1,795
357,n02979186,itap of a cassette player.,cassette player,1,482
358,n04586932,itap of a wind instrument.,wind instrument,0,99999
359,n13040303,itap of a stinkhorn fungus.,stinkhorn fungus,1,994
360,n04525038,itap of a velvet fabric.,velvet fabric,1,885
361,n03773504,itap of a weapons missile.,weapons missile,1,657
362,n02892201,itap of a brass memorial plaque structure.,brass memorial plaque structure,1,458
363,n09433442,itap of a shore a geological formation by water.,shore a geological formation by water,0,99999
364,n09399592,itap of a promontory or headland a geological formation.,promontory or headland a geological formation,1,976
365,n03046257,itap of a clock.,clock,0,99999
366,n04070727,itap of a refrigerator.,refrigerator,1,760
367,n03026506,itap of a Christmas stocking.,Christmas stocking,1,496
368,n03314378,itap of a face mask.,face mask,0,99999
369,n09256479,itap of a coral reef a geological formation.,coral reef a geological formation,1,973
370,n01661091,itap of a reptile.,reptile,0,99999
371,n01627424,itap of a amphibian.,amphibian,0,99999
372,n03857828,itap of a cathode-ray oscilloscope.,cathode-ray oscilloscope,1,688
373,n02159955,itap of a insect.,insect,0,99999
374,n02879718,itap of a hunting bow.,hunting bow,1,456
375,n04008634,itap of a projectile missile.,projectile missile,1,744
376,n07880968,itap of a burrito.,burrito,1,965
377,n04347754,itap of a submarine.,submarine,1,833
378,n01910747,itap of a jellyfish.,jellyfish,1,107
379,n02321529,itap of a sea cucumber.,sea cucumber,1,329
380,n03075370,itap of a combination lock.,combination lock,1,507
381,n04366367,itap of a suspension bridge.,suspension bridge,1,839
382,n03141823,itap of a crutch.,crutch,1,523
383,n04162706,itap of a seat belt.,seat belt,1,785
384,n03443371,itap of a goblet.,goblet,1,572
385,n07873807,itap of a pizza.,pizza,1,963
386,n07932039,itap of a eggnog.,eggnog,1,969
387,n04009552,itap of a projector.,projector,1,745
388,n02783161,itap of a ballpoint pen.,ballpoint pen,1,418
389,n10148035,itap of a groom or bridegroom.,groom or bridegroom,1,982
390,n03733805,itap of a measuring cup.,measuring cup,1,647
391,n03706229,itap of a magnetic compass.,magnetic compass,1,635
392,n03761084,itap of a microwave oven.,microwave oven,1,651
393,n13044778,itap of a earthstar fungus.,earthstar fungus,1,995
394,n04486054,itap of a triumphal arch.,triumphal arch,1,873
395,n07695742,itap of a pretzel.,pretzel,1,932
396,n04266014,itap of a space craft or space shuttle.,space craft or space shuttle,1,812
397,n03000684,itap of a chain saw.,chain saw,1,491
398,n03127925,itap of a crate.,crate,1,519
399,n03041632,itap of a meat cleaver  knife.,meat cleaver  knife,1,499
400,n03924679,itap of a photocopier.,photocopier,1,713
401,n02870880,itap of a bookcase.,bookcase,1,453
402,n07583066,itap of a guacamole.,guacamole,1,924
403,n04338517,itap of a stringed instrument.,stringed instrument,0,99999
404,n04532670,itap of a viaduct.,viaduct,1,888
405,n07836838,itap of a chocolate sauce.,chocolate sauce,1,960
406,n03961711,itap of a plate rack.,plate rack,1,729
407,n03782006,itap of a monitor.,monitor,1,664
408,n04523525,itap of a vaulted or arched ceiling.,vaulted or arched ceiling,1,884
409,n03327234,itap of a fence.,fence,0,99999
410,n04004767,itap of a printer.,printer,1,742
411,n07860988,itap of a dough.,dough,1,961
412,n04286575,itap of a spotlight.,spotlight,1,818
413,n02858304,itap of a boat.,boat,0,99999
414,dummy30,itap of a cycle.,cycle,0,99999
415,n01872401,itap of a echidna or spiny anteater.,echidna or spiny anteater,1,102
416,n01440764,itap of a tench.,tench,1,0
417,n01698640,itap of a American alligator.,American alligator,1,50
418,n04443257,itap of a tobacco shop.,tobacco shop,1,860
419,n02403003,itap of a ox.,ox,1,345
420,n03085013,itap of a computer keyboard.,computer keyboard,1,508
421,n04505470,itap of a typewriter keyboard.,typewriter keyboard,1,878
422,n03017168,itap of a wind chime or bell chime.,wind chime or bell chime,1,494
423,n03840681,itap of a ocarina vessel flute.,ocarina vessel flute,1,684
424,n03187595,itap of a rotary dial telephone.,rotary dial telephone,1,528
425,n02326432,itap of a hare.,hare,1,331
426,n03590841,itap of a carved pumpkin or jack-o-lantern.,carved pumpkin or jack-o-lantern,1,607
427,n02799071,itap of a baseball.,baseball,1,429
428,n04143897,itap of a scarf.,scarf,0,99999
429,n03259280,itap of a Dutch oven.,Dutch oven,1,544
430,n04243546,itap of a slot machine.,slot machine,1,800
431,n02443114,itap of a European polecat.,European polecat,1,358
432,n07714571,itap of a head cabbage.,head cabbage,1,936
433,n01530575,itap of a brambling or mountain finch.,brambling,1,10
434,n03014705,itap of a storage chest.,storage chest,1,492
435,n03902125,itap of a pay-phone.,pay-phone,1,707
436,n02389026,itap of a common sorrel horse.,common sorrel horse,1,339
437,n01592084,itap of a chickadee.,chickadee,1,19
438,n01930112,itap of a nematode.,nematode,1,111
439,n02692877,itap of a airship.,airship,1,405
440,n01990800,itap of a isopod.,isopod,1,126
441,n03110669,itap of a cornet.,cornet,1,513
442,n03637318,itap of a lampshade.,lampshade,1,619
443,n03196324,itap of a digital computer.,digital computer,0,99999
444,n07611358,itap of a frozen dessert.,frozen dessert,0,99999
445,n07760859,itap of a custard apple.,custard apple,1,956
446,n07753275,itap of a pineapple.,pineapple,1,953
447,n03447721,itap of a gong or tam-tam.,gong or tam-tam,1,577
448,n01816887,itap of a parrot.,parrot,0,99999
449,n03854065,itap of a pipe organ.,pipe organ,1,687
450,n02963159,itap of a cardigan.,cardigan,1,474
451,n02233338,itap of a cockroach.,cockroach,1,314
452,n02138441,itap of a meerkat.,meerkat,1,299
453,n07715103,itap of a cauliflower.,cauliflower,1,938
454,n09472597,itap of a volcano a geological formation.,volcano a geological formation,1,980
455,n04606251,itap of a shipwreck.,shipwreck,1,913
456,n04552348,itap of a warplane or military plane.,warplane or military plane,1,895
457,n13052670,itap of a hen-of-the-woods mushroom.,hen-of-the-woods mushroom,1,996
458,n09332890,itap of a lakeside or lakeshore a geological formation by water.,lakeside or lakeshore a geological formation by water,1,975
459,n03814906,itap of a necklace.,necklace,1,679
460,n03445777,itap of a golf ball.,golf ball,1,574
461,n03721384,itap of a marimba xylophone.,marimba xylophone,1,642
462,n01985128,itap of a crayfish or crawfish.,crayfish or crawfish,1,124
463,n02443484,itap of a black-footed ferret.,black-footed ferret,1,359
464,n02437312,itap of a Arabian camel.,Arabian camel,1,354
465,n04548280,itap of a wall clock.,wall clock,1,892
466,n01944390,itap of a snail.,snail,1,113
467,n12144580,itap of a corn.,corn,1,987
468,n04380533,itap of a table lamp.,table lamp,1,846
469,n03594734,itap of a denim jeans pant.,denim jeans pant,1,608
470,n02859443,itap of a boathouse.,boathouse,1,449
471,n02790996,itap of a barbell.,barbell,1,422
472,n11879895,itap of a rapeseed.,rapeseed,1,984
473,n03584254,itap of a iPod.,iPod,1,605
474,n13054560,itap of a bolete mushroom.,bolete mushroom,1,997
475,n03196217,itap of a digital clock.,digital clock,1,530
476,n02231487,itap of a walking stick insect.,walking stick insect,1,313
477,n02226429,itap of a grasshopper.,grasshopper,1,311
478,n03344393,itap of a fireboat.,fireboat,1,554
479,n01873310,itap of a duck-billed platypus.,duck-billed platypus,1,103
480,n03461385,itap of a grocery store.,grocery store,1,582
481,n03942813,itap of a ping-pong ball.,ping-pong ball,1,722
482,n04209239,itap of a shower curtain.,shower curtain,1,794
483,n01531178,itap of a goldfinch.,goldfinch,1,11
484,n01534433,itap of a junco or snowbird.,junco or snowbird,1,13
485,n02977058,itap of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
486,n01770393,itap of a scorpion.,scorpion,1,71
487,n03497657,itap of a hat.,hat,0,99999
488,n04239074,itap of a sliding door.,sliding door,1,799
489,n04118538,itap of a rugby ball.,rugby ball,1,768
490,n04371563,itap of a swimsuit or bathing suit.,swimsuit or bathing suit,0,99999
491,n02131653,itap of a bear.,bear,0,99999
492,n04540053,itap of a volleyball.,volleyball,1,890
493,n01874434,itap of a marsupial or pouched mammal.,marsupial or pouched mammal,0,99999
