index,node,prompt,class_name,is_leaf,classidx
58,n01922303,a photo of a worm.,worm,0,99999
59,n03126707,a photo of a construction crane.,construction crane,1,517
60,n03792972,a photo of a tent.,tent,1,672
61,n03065424,a photo of a spiral or coil.,spiral or coil,1,506
62,n04081844,a photo of a restraint or belt.,restraint or belt,0,99999
63,n04254120,a photo of a soap dispenser.,soap dispenser,1,804
64,n04565375,a photo of a weapon.,weapon,0,99999
65,n03240683,a photo of a drilling offshore rig.,drilling offshore rig,1,540
66,n04371774,a photo of a swing.,swing,1,843
67,n02951585,a photo of a can opener.,can opener,1,473
68,n04204238,a photo of a shopping basket.,shopping basket,1,790
69,dummy230,a photo of a source of illumination or lighting.,source of illumination or lighting,0,99999
70,n02793495,a photo of a barn.,barn,1,425
71,n03032252,a photo of a cinema or movie theater.,cinema or movie theater,1,498
72,dummy700,a photo of a box.,box,0,99999
73,n03950228,a photo of a drink pitcher.,drink pitcher,1,725
74,n01768244,a photo of a trilobite.,trilobite,1,69
75,n09433442,a photo of a shore a geological formation by water.,shore a geological formation by water,0,99999
76,n03532672,a photo of a hook.,hook,1,600
77,n03621049,a photo of a kitchen utensil.,kitchen utensil,0,99999
78,n02980441,a photo of a castle.,castle,1,483
79,n03598930,a photo of a jigsaw puzzle.,jigsaw puzzle,1,611
80,n04437953,a photo of a timepiece or clock.,timepiece or clock,0,99999
81,n09256479,a photo of a coral reef a geological formation.,coral reef a geological formation,1,973
82,n03991062,a photo of a plant pot.,plant pot,1,738
83,n04613696,a photo of a yurt tent.,yurt tent,1,915
84,n02795169,a photo of a barrel.,barrel,1,427
85,n01917289,a photo of a brain coral.,brain coral,1,109
86,n03467068,a photo of a guillotine.,guillotine,1,583
87,n04296562,a photo of a stage.,stage,1,819
88,n03482405,a photo of a hamper basket.,hamper basket,1,588
89,n11669921,a photo of a flower.,flower,0,99999
90,n04040759,a photo of a radiator or heating device.,radiator or heating device,1,753
91,n04049303,a photo of a rain water barrel.,rain water barrel,1,756
92,n04258138,a photo of a solar thermal collector.,solar thermal collector,1,807
93,n04332243,a photo of a strainer.,strainer,1,828
94,n07565083,a photo of a restaurant menu.,restaurant menu,1,922
95,n01661091,a photo of a reptile.,reptile,0,99999
96,n03868863,a photo of a oxygen mask.,oxygen mask,1,691
97,n02729837,a photo of a electric appliance.,electric appliance,0,99999
98,n03906997,a photo of a pen.,pen,0,99999
99,n02686568,a photo of a aircraft.,aircraft,0,99999
100,n03733925,a photo of a measuring instrument.,measuring instrument,0,99999
101,n02858304,a photo of a boat.,boat,0,99999
102,n03764736,a photo of a milk can.,milk can,1,653
103,n03405265,a photo of a furnishing.,furnishing,0,99999
104,n04141327,a photo of a scabbard.,scabbard,1,777
105,n04127249,a photo of a safety pin.,safety pin,1,772
106,n02747177,a photo of a trash can.,trash can,1,412
107,n03739693,a photo of a medical instrument.,medical instrument,0,99999
108,n04522168,a photo of a vase.,vase,1,883
109,n13044778,a photo of a earthstar fungus.,earthstar fungus,1,995
110,n02796623,a photo of a barrier.,barrier,0,99999
111,n03388043,a photo of a water fountain.,water fountain,1,562
112,n03935335,a photo of a piggy bank.,piggy bank,1,719
113,n03051540,a photo of a clothing (apparel).,clothing (apparel),0,99999
114,n03876231,a photo of a paintbrush.,paintbrush,1,696
115,n04005630,a photo of a prison.,prison,1,743
116,n01910747,a photo of a jellyfish.,jellyfish,1,107
117,n01914609,a photo of a sea anemone.,sea anemone,1,108
118,n01974773,a photo of a crustacean.,crustacean,0,99999
119,n02898711,a photo of a bridge.,bridge,0,99999
120,n10565667,a photo of a scuba diver.,scuba diver,1,983
121,n03926148,a photo of a photographic equipment.,photographic equipment,0,99999
122,n02815834,a photo of a beaker.,beaker,1,438
123,n03476684,a photo of a hair clip.,hair clip,1,584
124,dummy20,a photo of a mushroom.,mushroom,0,99999
125,n01940736,a photo of a mollusk or mollusc.,mollusk or mollusc,0,99999
126,n01627424,a photo of a amphibian.,amphibian,0,99999
127,n02876657,a photo of a bottle.,bottle,0,99999
128,n03074380,a photo of a column or pillar.,column or pillar,0,99999
129,n02825657,a photo of a bell cote or bell tower.,bell cote or bell tower,1,442
130,n09359803,a photo of a mountain a geological formation.,mountain a geological formation,0,99999
131,n03781244,a photo of a monastery.,monastery,1,663
132,n04081281,a photo of a restaurant or eatery.,restaurant or eatery,1,762
133,n04187547,a photo of a shed.,shed,0,99999
134,n02699494,a photo of a altar.,altar,1,406
135,n03109150,a photo of a corkscrew.,corkscrew,1,512
136,n03933933,a photo of a pier.,pier,1,718
137,n03871628,a photo of a product packet or packaging.,product packet or packaging,1,692
138,n04507155,a photo of a umbrella.,umbrella,1,879
139,n04019541,a photo of a hockey puck.,hockey puck,1,746
140,n01784675,a photo of a centipede.,centipede,1,79
141,n02159955,a photo of a insect.,insect,0,99999
142,n09421951,a photo of a sandbank or shoal a geological formation.,sandbank or shoal a geological formation,1,977
143,n03717622,a photo of a manhole cover.,manhole cover,1,640
144,dummy105,a photo of a fabric.,fabric,0,99999
145,n04264628,a photo of a keyboard space bar.,keyboard space bar,1,810
146,n06596364,a photo of a comic book.,comic book,1,917
147,n03658185,a photo of a letter opener.,letter opener,1,623
148,n02966193,a photo of a carousel.,carousel,1,476
149,n09246464,a photo of a cliff a geological formation.,cliff a geological formation,1,972
150,n03530642,a photo of a honeycomb.,honeycomb,1,599
151,n02321529,a photo of a sea cucumber.,sea cucumber,1,329
152,n04266014,a photo of a space craft or space shuttle.,space craft or space shuttle,1,812
153,n04336792,a photo of a stretcher.,stretcher,1,830
154,n02954938,a photo of a cap.,cap,0,99999
155,n04105068,a photo of a roof or ceiling of building.,roof or ceiling of building,0,99999
156,n09468604,a photo of a valley a geological formation.,valley a geological formation,1,979
157,n03692522,a photo of a jeweler's loupe magnifying glass.,jeweler's loupe magnifying glass,1,633
158,n03877845,a photo of a palace.,palace,1,698
159,n03457902,a photo of a greenhouse.,greenhouse,1,580
160,n04493381,a photo of a hot tub.,hot tub,1,876
161,n07248320,a photo of a dust jacket.,dust jacket,1,921
162,n04067472,a photo of a fishing casting reel.,fishing casting reel,1,758
163,n02512053,a photo of a fish.,fish,0,99999
164,n02773037,a photo of a bag.,bag,0,99999
165,n04456115,a photo of a torch.,torch,1,862
166,n03748162,a photo of a retail store or shop.,retail store or shop,0,99999
167,n01769347,a photo of a arachnid.,arachnid,0,99999
168,n02999410,a photo of a chain.,chain,1,488
169,n03908714,a photo of a pencil sharpener.,pencil sharpener,1,710
170,n02840245,a photo of a ring binder.,ring binder,1,446
171,n09835506,a photo of a ballplayer.,ballplayer,1,981
172,n03899768,a photo of a patio or terrace.,patio or terrace,1,706
173,n02319095,a photo of a sea urchin.,sea urchin,1,328
174,n03794056,a photo of a mouse trap.,mouse trap,1,674
175,n09288635,a photo of a geyser a geological natural spring fountain.,geyser a geological natural spring fountain,1,974
176,n06359193,a photo of a web site.,web site,1,916
177,n03682487,a photo of a lock.,lock,0,99999
178,n03825788,a photo of a baby pacifier.,baby pacifier,1,680
179,n03920288,a photo of a petri dish.,petri dish,1,712
180,n13040303,a photo of a stinkhorn fungus.,stinkhorn fungus,1,994
181,n03492542,a photo of a hard disk drive.,hard disk drive,1,592
182,n13037406,a photo of a gyromitra mushroom.,gyromitra mushroom,1,993
183,n03666591,a photo of a lighter or igniter.,lighter or igniter,1,626
184,n04217882,a photo of a signboard.,signboard,0,99999
185,n03800933,a photo of a musical instrument.,musical instrument,0,99999
186,n03042490,a photo of a cliff dwelling.,cliff dwelling,1,500
187,n01503061,a photo of a bird.,bird,0,99999
188,n04194289,a photo of a ship.,ship,0,99999
189,dummy677,a photo of a stick.,stick,0,99999
190,dummy190,a photo of a wheel.,wheel,0,99999
191,n02910353,a photo of a buckle.,buckle,1,464
192,n04399382,a photo of a teddy bear.,teddy bear,1,850
193,n03956157,a photo of a planetarium.,planetarium,1,727
194,n03743902,a photo of a memorial monument.,memorial monument,0,99999
195,n04553703,a photo of a sink.,sink,1,896
196,n03733281,a photo of a maze (labyrinth).,maze (labyrinth),1,646
197,n03425413,a photo of a gas pump.,gas pump,1,571
198,n04579432,a photo of a whistle.,whistle,1,902
199,n03710193,a photo of a mailbox.,mailbox,1,637
200,n02971356,a photo of a cardboard box / carton.,cardboard box / carton,1,478
201,n01816887,a photo of a parrot.,parrot,0,99999
202,n03793489,a photo of a computer mouse.,computer mouse,1,673
203,n03961711,a photo of a plate rack.,plate rack,1,729
204,n04270147,a photo of a spatula.,spatula,1,813
205,n03983396,a photo of a pop bottle or soda bottle.,pop bottle or soda bottle,1,737
206,n03970156,a photo of a plunger or plumber's helper.,plunger or plumber's helper,1,731
207,n02437312,a photo of a Arabian camel.,Arabian camel,1,354
208,n03998194,a photo of a prayer rug or mat.,prayer rug or mat,1,741
209,n02443114,a photo of a European polecat.,European polecat,1,358
210,n02503517,a photo of a elephant.,elephant,0,99999
211,n02062017,a photo of a aquatic mammal.,aquatic mammal,0,99999
212,n02927161,a photo of a butcher shop.,butcher shop,1,467
213,n03327234,a photo of a fence.,fence,0,99999
214,n03355925,a photo of a flagpole.,flagpole,1,557
215,n06874185,a photo of a traffic light or traffic signal.,traffic light or traffic signal,1,920
216,n03584829,a photo of a clothes iron.,clothes iron,1,606
217,n03502509,a photo of a head covering or headgear.,head covering or headgear,0,99999
218,dummy110,a photo of a machine.,machine,0,99999
219,n01873310,a photo of a platypus.,platypus,1,103
220,n02231487,a photo of a stick insect.,stick insect,1,313
221,n03483316,a photo of a hair dryer or hair drier.,hair dryer or hair drier,1,589
222,n04464852,a photo of a tracked transport.,tracked transport,0,99999
223,n03250847,a photo of a drumstick.,drumstick,1,542
224,n03782006,a photo of a monitor.,monitor,1,664
225,n04435653,a photo of a tile roof.,tile roof,1,858
226,n03405725,a photo of a piece of furniture.,piece of furniture,0,99999
227,n07871810,a photo of a meat loaf.,meat loaf,1,962
228,n03944341,a photo of a pinwheel.,pinwheel,1,723
229,n03841143,a photo of a odometer.,odometer,1,685
230,n09472597,a photo of a volcano a geological formation.,volcano a geological formation,1,980
231,n03297495,a photo of a espresso maker or coffee maker.,espresso maker or coffee maker,1,550
232,n04443257,a photo of a tobacco shop.,tobacco shop,1,860
233,n02164464,a photo of a beetle.,beetle,0,99999
234,n02870880,a photo of a bookcase.,bookcase,1,453
235,n04254777,a photo of a sock.,sock,1,806
236,n04591713,a photo of a wine bottle.,wine bottle,1,907
237,n02951358,a photo of a canoe boat.,canoe boat,1,472
238,n02226429,a photo of a grasshopper.,grasshopper,1,311
239,n07880968,a photo of a burrito.,burrito,1,965
240,n02419796,a photo of a antelope.,antelope,0,99999
241,n04438304,a photo of a timer.,timer,0,99999
242,n02403003,a photo of a ox.,ox,1,345
243,n03481172,a photo of a hammer.,hammer,1,587
244,n04009552,a photo of a projector.,projector,1,745
245,n11939491,a photo of a daisy flower.,daisy flower,1,985
246,n01514668,a photo of a rooster bird.,rooster bird,1,7
247,n02727426,a photo of a apiary.,apiary,1,410
248,n07707451,a photo of a vegetable.,vegetable,0,99999
249,n02326432,a photo of a hare.,hare,1,331
250,n04070727,a photo of a refrigerator.,refrigerator,1,760
251,n01860187,a photo of a black swan.,black swan,1,100
252,n02410509,a photo of a bison.,bison,1,347
253,n04311004,a photo of a steel arch bridge.,steel arch bridge,1,821
254,n02002075,a photo of a stork.,stork,0,99999
255,n13134947,a photo of a fruit.,fruit,0,99999
256,n02880940,a photo of a bowl.,bowl,0,99999
257,n04154565,a photo of a screwdriver.,screwdriver,1,784
258,n02791270,a photo of a barbershop.,barbershop,1,424
259,n02641379,a photo of a garfish.,garfish,1,395
260,n02510455,a photo of a giant panda bear.,giant panda bear,1,388
261,n07836838,a photo of a chocolate sauce.,chocolate sauce,1,960
262,n04286575,a photo of a spotlight.,spotlight,1,818
263,n03649909,a photo of a lawn mower.,lawn mower,1,621
264,n07831146,a photo of a carbonara pasta.,carbonara pasta,1,959
265,n01560105,a photo of a nightingale.,nightingale,0,99999
266,n04462240,a photo of a toyshop.,toyshop,1,865
267,n02124623,a photo of a wildcat.,wildcat,0,99999
268,n01843065,a photo of a jacamar.,jacamar,1,95
269,n01843383,a photo of a toucan.,toucan,1,96
270,n02398521,a photo of a hippopotamus or hippo.,hippopotamus or hippo,1,344
271,n04586932,a photo of a wind instrument.,wind instrument,0,99999
272,n01674464,a photo of a lizard.,lizard,0,99999
273,n01806567,a photo of a quail.,quail,1,85
274,n01558993,a photo of a American robin.,American robin,1,15
275,n03673027,a photo of a ocean liner ship.,ocean liner ship,1,628
276,dummy104,a photo of a computer.,computer,0,99999
277,n07579787,a photo of a plate.,plate,1,923
278,n04458633,a photo of a totem pole pillar monument.,totem pole pillar monument,1,863
279,n01639765,a photo of a frog or toad.,frog or toad,0,99999
280,n03710637,a photo of a maillot tights.,maillot tights,1,638
281,n04612504,a photo of a yawl boat.,yawl boat,1,914
282,n04338517,a photo of a stringed instrument.,stringed instrument,0,99999
283,n07711569,a photo of a mashed potato.,mashed potato,1,935
284,n01795088,a photo of a grouse.,grouse,0,99999
285,n02606052,a photo of a rock beauty.,rock beauty,1,392
286,n04366367,a photo of a suspension bridge.,suspension bridge,1,839
287,n03450230,a photo of a gown.,gown,1,578
288,n01704323,a photo of a triceratops dinosaur.,triceratops dinosaur,1,51
289,n09193705,a photo of a alp mountain.,alp mountain,1,970
290,n03220513,a photo of a dome.,dome,1,538
291,n03062245,a photo of a cocktail shaker.,cocktail shaker,1,503
292,n03995372,a photo of a power drill.,power drill,1,740
293,n03459775,a photo of a radiator grille.,radiator grille,1,581
294,n04179913,a photo of a sewing machine.,sewing machine,1,786
295,n02013706,a photo of a limpkin.,limpkin,1,135
296,n02509815,a photo of a lesser red panda.,lesser red panda,1,387
297,n02447366,a photo of a badger.,badger,1,362
298,n02138441,a photo of a meerkat.,meerkat,1,299
299,n01986214,a photo of a hermit crab or shell crab.,hermit crab or shell crab,1,125
300,n01855672,a photo of a goose.,goose,1,99
301,n04033901,a photo of a quill pen.,quill pen,1,749
302,n03791235,a photo of a automotive vehicle.,automotive vehicle,0,99999
303,dummy35,a photo of a armor.,armor,0,99999
304,n02691156,a photo of a airplane or aeroplane.,airplane or aeroplane,0,99999
305,n02022684,a photo of a shorebird or shore bird.,shorebird or shore bird,0,99999
306,n04008634,a photo of a projectile missile.,projectile missile,1,744
307,n04401088,a photo of a telephone.,telephone,0,99999
308,n03880531,a photo of a cooking pan.,cooking pan,0,99999
309,n04330267,a photo of a stove.,stove,1,827
310,n03046257,a photo of a clock.,clock,0,99999
311,n02206856,a photo of a bee.,bee,1,309
312,n03271574,a photo of a electric fan.,electric fan,1,545
313,n02776631,a photo of a bakery.,bakery,1,415
314,n04486054,a photo of a triumphal arch.,triumphal arch,1,873
315,n03777754,a photo of a modem.,modem,1,662
316,n02607072,a photo of a anemone (clown).,anemone (clown),1,393
317,n04141975,a photo of a scale or weighing machine.,scale or weighing machine,1,778
318,n03095699,a photo of a container ship.,container ship,1,510
319,n03729826,a photo of a matchstick.,matchstick,1,644
320,n02355003,a photo of a swine.,swine,0,99999
321,n04152593,a photo of a CRT screen  display.,CRT screen  display,1,782
322,n03874293,a photo of a paddle wheel.,paddle wheel,1,694
323,n04074963,a photo of a remote control.,remote control,1,761
324,n01985128,a photo of a crayfish or crawfish.,crayfish or crawfish,1,124
325,n04131690,a photo of a salt shaker.,salt shaker,1,773
326,n02051845,a photo of a pelican.,pelican,1,144
327,n09428293,a photo of a seashore a geological formation by water.,seashore a geological formation by water,1,978
328,n07697313,a photo of a cheeseburger or hamburger.,cheeseburger or hamburger,1,933
329,n01807496,a photo of a partridge.,partridge,1,86
330,n03761084,a photo of a microwave oven.,microwave oven,1,651
331,n02823750,a photo of a beer glass.,beer glass,1,441
332,n02274259,a photo of a butterfly.,butterfly,0,99999
333,n04026417,a photo of a purse.,purse,1,748
334,n02534734,a photo of a salmon fish.,salmon fish,0,99999
335,n01772222,a photo of a spider.,spider,0,99999
336,n03075370,a photo of a combination lock.,combination lock,1,507
337,n02037110,a photo of a oystercatcher wading bird.,oystercatcher wading bird,1,143
338,n01872401,a photo of a echidna or spiny anteater.,echidna or spiny anteater,1,102
339,n01629276,a photo of a salamander.,salamander,0,99999
340,n04468005,a photo of a railroad train.,railroad train,0,99999
341,n01950731,a photo of a sea slug.,sea slug,1,115
342,n03207941,a photo of a dishwasher or dishwashing machine.,dishwasher or dishwashing machine,1,534
343,n01823013,a photo of a cuckoo.,cuckoo,0,99999
344,n04355933,a photo of a sunglasses.,sunglasses,1,836
345,n04404412,a photo of a television or TV.,television or TV,1,851
346,n13054560,a photo of a bolete mushroom.,bolete mushroom,1,997
347,n13052670,a photo of a hen-of-the-woods mushroom.,hen-of-the-woods mushroom,1,996
348,n03197337,a photo of a digital watch.,digital watch,1,531
349,n02006656,a photo of a spoonbill.,spoonbill,1,129
350,n02442845,a photo of a mink.,mink,1,357
351,n01534433,a photo of a junco or snowbird.,junco or snowbird,1,13
352,n03490324,a photo of a handwear.,handwear,0,99999
353,n01874434,a photo of a marsupial or pouched mammal.,marsupial or pouched mammal,0,99999
354,n02008041,a photo of a heron.,heron,0,99999
355,n12998815,a photo of a agaric mushroom.,agaric mushroom,1,992
356,n02268853,a photo of a damselfly.,damselfly,1,320
357,n04579145,a photo of a whiskey jug.,whiskey jug,1,901
358,n01698640,a photo of a American alligator.,American alligator,1,50
359,n04542943,a photo of a waffle iron.,waffle iron,1,891
360,n03924679,a photo of a photocopier.,photocopier,1,713
361,n03544143,a photo of a hourglass or sandglass.,hourglass or sandglass,1,604
362,n01846331,a photo of a duck.,duck,0,99999
363,n03633091,a photo of a ladle.,ladle,1,618
364,n02730930,a photo of a apron.,apron,1,411
365,n03000684,a photo of a chain saw.,chain saw,1,491
366,n02457408,a photo of a three-toed tree sloth.,three-toed tree sloth,1,364
367,n02643566,a photo of a lionfish.,lionfish,1,396
368,n07720875,a photo of a bell pepper.,bell pepper,1,945
369,n01518878,a photo of a ostrich.,ostrich,1,9
370,n01976957,a photo of a crab.,crab,0,99999
371,n01443537,a photo of a goldfish.,goldfish,1,1
372,n01530575,a photo of a brambling.,brambling,1,10
373,n04367480,a photo of a cleaning mop.,cleaning mop,1,840
374,n03089624,a photo of a confectionery or candy store.,confectionery or candy store,1,509
375,n02391049,a photo of a zebra.,zebra,1,340
376,n02783161,a photo of a ballpoint pen.,ballpoint pen,1,418
377,n03954731,a photo of a block plane.,block plane,1,726
378,n01828970,a photo of a bee eater.,bee eater,1,92
379,n01930112,a photo of a nematode.,nematode,1,111
380,n03141823,a photo of a crutch.,crutch,1,523
381,n02942699,a photo of a camera.,camera,0,99999
382,n03759954,a photo of a microphone.,microphone,1,650
383,n02445715,a photo of a skunk.,skunk,1,361
384,n06794110,a photo of a street sign.,street sign,1,919
385,n02412080,a photo of a ram or male sheep.,ram or male sheep,1,348
386,n02782093,a photo of a hot air balloon.,hot air balloon,1,417
387,n02879718,a photo of a hunting bow.,hunting bow,1,456
388,n01776313,a photo of a tick.,tick,1,78
389,n01770081,a photo of a harvestman.,harvestman,1,70
390,n07693725,a photo of a bagel.,bagel,1,931
391,n02012849,a photo of a crane bird.,crane bird,1,134
392,n03614532,a photo of a keyboard instrument.,keyboard instrument,0,99999
393,n04552348,a photo of a warplane or military plane.,warplane or military plane,1,895
394,n01662784,a photo of a turtle.,turtle,0,99999
395,n03381126,a photo of a footwear.,footwear,0,99999
396,n03938244,a photo of a pillow or cushion.,pillow or cushion,1,721
397,n02131653,a photo of a bear.,bear,0,99999
398,n02264363,a photo of a lacewing fly.,lacewing fly,1,318
399,n02007558,a photo of a flamingo.,flamingo,1,130
400,n03706229,a photo of a magnetic compass.,magnetic compass,1,635
401,n01514859,a photo of a hen bird.,hen bird,1,8
402,n01482330,a photo of a shark.,shark,0,99999
403,n01968897,a photo of a chambered nautilus.,chambered nautilus,1,117
404,n02860847,a photo of a bobsled or bobsleigh.,bobsled or bobsleigh,1,450
405,n04557648,a photo of a water bottle.,water bottle,1,898
406,n03967562,a photo of a plow or plough.,plow or plough,1,730
407,n03903868,a photo of a pedestal.,pedestal,1,708
408,n02979186,a photo of a cassette player.,cassette player,1,482
409,n07583066,a photo of a guacamole.,guacamole,1,924
410,n01806143,a photo of a peafowl.,peafowl,1,84
411,n01945685,a photo of a slug.,slug,1,114
412,n07584110,a photo of a consomme.,consomme,1,925
413,n12057211,a photo of a yellow lady's slipper flower.,yellow lady's slipper flower,1,986
414,n03662601,a photo of a lifeboat.,lifeboat,1,625
415,n03623198,a photo of a knee pad.,knee pad,1,615
416,n02871525,a photo of a bookstore.,bookstore,1,454
417,n02259212,a photo of a leafhopper.,leafhopper,1,317
418,n01580077,a photo of a jay.,jay,1,17
419,n02120997,a photo of a feline or cat.,feline or cat,0,99999
420,n02892201,a photo of a brass memorial plaque.,brass memorial plaque,1,458
421,n02640242,a photo of a sturgeon.,sturgeon,1,394
422,n03343853,a photo of a firearm or weapon.,firearm or weapon,0,99999
423,n02970849,a photo of a cart.,cart,0,99999
424,n03208938,a photo of a hydraulic brake or brake system.,hydraulic brake or brake system,1,535
425,n02137549,a photo of a mongoose.,mongoose,1,298
426,n03733805,a photo of a measuring cup.,measuring cup,1,647
427,n04273569,a photo of a speedboat.,speedboat,1,814
428,n02017213,a photo of a common European gallinule bird.,common European gallinule bird,1,136
429,n02514041,a photo of a barracouta (snoek).,barracouta (snoek),1,389
430,n02219486,a photo of a ant.,ant,1,310
431,n04532670,a photo of a viaduct.,viaduct,1,888
432,n07920052,a photo of a espresso.,espresso,1,967
433,n01601694,a photo of a American Dipper.,American Dipper,1,20
434,n04372370,a photo of a electrical switch.,electrical switch,1,844
435,dummy112,a photo of a keyboard.,keyboard,0,99999
436,n01955084,a photo of a chiton.,chiton,1,116
437,n01871265,a photo of a tusker.,tusker,1,101
438,n01440764,a photo of a tench.,tench,1,0
439,n03026506,a photo of a Christmas stocking.,Christmas stocking,1,496
440,n02769748,a photo of a backpack or rucksack.,backpack or rucksack,1,414
441,n04525038,a photo of a velvet fabric.,velvet fabric,1,885
442,n02823428,a photo of a beer bottle.,beer bottle,1,440
443,n04417672,a photo of a thatched roof.,thatched roof,1,853
444,n04277352,a photo of a spindle.,spindle,1,816
445,n04317175,a photo of a stethoscope.,stethoscope,1,823
446,n04251144,a photo of a snorkel.,snorkel,1,801
447,n03160309,a photo of a water dam.,water dam,1,525
448,n02441942,a photo of a weasel.,weasel,1,356
449,n04376876,a photo of a syringe.,syringe,1,845
450,n04128499,a photo of a sailboat or sailing boat.,sailboat or sailing boat,0,99999
451,n04597913,a photo of a wooden spoon.,wooden spoon,1,910
452,n07695742,a photo of a pretzel.,pretzel,1,932
453,n03803284,a photo of a muzzle.,muzzle,1,676
454,n02966687,a photo of a carpenter's tool kit.,carpenter's tool kit,1,477
455,n02018795,a photo of a bustard.,bustard,1,138
456,n04111531,a photo of a rotisserie.,rotisserie,1,766
457,n02687172,a photo of a aircraft carrier.,aircraft carrier,1,403
458,n04476259,a photo of a tray.,tray,1,868
459,n03447447,a photo of a gondola boat.,gondola boat,1,576
460,n02894605,a photo of a breakwater.,breakwater,1,460
461,n07609840,a photo of a dessert or sweet.,dessert or sweet,0,99999
462,n02444819,a photo of a otter.,otter,1,360
463,n03816005,a photo of a neckwear.,neckwear,0,99999
464,n07590611,a photo of a hot pot stew.,hot pot stew,1,926
465,n03344393,a photo of a fireboat.,fireboat,1,554
466,n02415577,a photo of a bighorn Rocky Mountain sheep.,bighorn Rocky Mountain sheep,1,349
467,n01495701,a photo of a ray.,ray,0,99999
468,n03937543,a photo of a pill bottle.,pill bottle,1,720
469,n04039381,a photo of a racket or racquet.,racket or racquet,1,752
470,n03028079,a photo of a church a place of worship.,church a place of worship,1,497
471,n09332890,a photo of a lakeside or lakeshore a geological formation by water.,lakeside or lakeshore a geological formation by water,1,975
472,n04550184,a photo of a wardrobe or closet.,wardrobe or closet,1,894
473,n03947888,a photo of a pirate ship.,pirate ship,1,724
474,n04346328,a photo of a stupa monument.,stupa monument,1,832
475,n07932039,a photo of a eggnog.,eggnog,1,969
476,n03314378,a photo of a face mask.,face mask,0,99999
477,n02437616,a photo of a llama.,llama,1,355
478,n03992509,a photo of a potter's wheel.,potter's wheel,1,739
479,n04118776,a photo of a ruler measuring stick.,ruler measuring stick,1,769
480,n04501370,a photo of a turnstile gate.,turnstile gate,1,877
