index,node,prompt,class_name,is_leaf,classidx
1076,n02093428,a photo of a American Staffordshire Pit Bull Terrier.,American Staffordshire Pit Bull Terrier,1,180
808,n02093647,a photo of a Bedlington Terrier.,Bedlington Terrier,1,181
1039,n02093754,a photo of a Border Terrier.,Border Terrier,1,182
971,n02093859,a photo of a Kerry Blue Terrier.,Kerry Blue Terrier,1,183
992,n02093991,a photo of a Irish Terrier.,Irish Terrier,1,184
947,n02094114,a photo of a Norfolk Terrier.,Norfolk Terrier,1,185
968,n02094258,a photo of a Norwich Terrier.,Norwich Terrier,1,186
991,n02094433,a photo of a Yorkshire Terrier.,Yorkshire Terrier,1,187
776,n02095314,a photo of a Wire Fox Terrier.,Wire Fox Terrier,1,188
1044,n02095570,a photo of a Lakeland Terrier.,Lakeland Terrier,1,189
801,n02095889,a photo of a Sealyham Terrier.,Sealyham Terrier,1,190
982,n02096051,a photo of a Airedale Terrier.,Airedale Terrier,1,191
926,n02096177,a photo of a Cairn Terrier.,Cairn Terrier,1,192
914,n02096294,a photo of a Australian Terrier.,Australian Terrier,1,193
928,n02096437,a photo of a Dandie Dinmont Terrier.,Dandie Dinmont Terrier,1,194
863,n02096585,a photo of a Boston Terrier.,Boston Terrier,1,195
1049,n02097047,a photo of a Miniature Schnauzer.,Miniature Schnauzer,1,196
915,n02097130,a photo of a Giant Schnauzer.,Giant Schnauzer,1,197
827,n02097209,a photo of a Standard Schnauzer.,Standard Schnauzer,1,198
846,n02097298,a photo of a Scottish Terrier.,Scottish Terrier,1,199
976,n02097474,a photo of a Tibetan Terrier.,Tibetan Terrier,1,200
709,n02097658,a photo of a Australian Silky Terrier.,Australian Silky Terrier,1,201
758,n02098105,a photo of a Soft-coated Wheaten Terrier.,Soft-coated Wheaten Terrier,1,202
916,n02098286,a photo of a West Highland White Terrier.,West Highland White Terrier,1,203
818,n02098413,a photo of a Lhasa Apso.,Lhasa Apso,1,204
963,n02099267,a photo of a Flat-Coated Retriever.,Flat-Coated Retriever,1,205
874,n02099429,a photo of a Curly-Coated Retriever.,Curly-Coated Retriever,1,206
919,n02099601,a photo of a Golden Retriever.,Golden Retriever,1,207
845,n02099712,a photo of a Labrador Retriever.,Labrador Retriever,1,208
763,n02099849,a photo of a Chesapeake Bay Retriever.,Chesapeake Bay Retriever,1,209
754,n02100236,a photo of a German short-haired Pointer.,German short-haired Pointer,1,210
896,n02100583,a photo of a Vizsla.,Vizsla,1,211
770,n02100735,a photo of a English Setter.,English Setter,1,212
1068,n02100877,a photo of a Irish red Setter.,Irish red Setter,1,213
813,n02101006,a photo of a Gordon Setter.,Gordon Setter,1,214
1016,n02101388,a photo of a Brittany Spaniel.,Brittany Spaniel,1,215
840,n02101556,a photo of a Clumber Spaniel.,Clumber Spaniel,1,216
913,n02102040,a photo of a English springer Spaniel.,English springer Spaniel,1,217
938,n02102177,a photo of a Welsh springer Spaniel.,Welsh springer Spaniel,1,218
934,n02102318,a photo of a Cocker Spaniel.,Cocker Spaniel,1,219
994,n02102480,a photo of a Sussex Spaniel.,Sussex Spaniel,1,220
1031,n02102973,a photo of a Irish water Spaniel.,Irish water Spaniel,1,221
974,n02104029,a photo of a Kuvasz.,Kuvasz,1,222
1034,n02104365,a photo of a Schipperke.,Schipperke,1,223
843,n02105056,a photo of a Groenendael Dog.,Groenendael Dog,1,224
832,n02105162,a photo of a Belgian Malinois Dog.,Belgian Malinois Dog,1,225
708,n02105251,a photo of a Briard or Berger de Brie French Dog.,Briard or Berger de Brie French Dog,1,226
821,n02105412,a photo of a Kelpie.,Kelpie,1,227
1035,n02105505,a photo of a Komondor.,Komondor,1,228
844,n02105641,a photo of a Old English Sheepdog or bobtail.,Old English Sheepdog or bobtail,1,229
995,n02105855,a photo of a Shetland Sheepdog.,Shetland Sheepdog,1,230
964,n02106030,a photo of a Collie.,Collie,1,231
1046,n02106166,a photo of a Border Collie.,Border Collie,1,232
1061,n02106382,a photo of a Bouvier des Flandres Dog.,Bouvier des Flandres Dog,1,233
958,n02106550,a photo of a Rottweiler.,Rottweiler,1,234
864,n02106662,a photo of a German Shepherd.,German Shepherd,1,235
817,n02107142,a photo of a Dobermann.,Dobermann,1,236
768,n02107312,a photo of a Miniature Pinscher Dog.,Miniature Pinscher Dog,1,237
826,n02107574,a photo of a Greater Swiss Mountain Dog.,Greater Swiss Mountain Dog,1,238
1010,n02107683,a photo of a Bernese mountain Dog.,Bernese mountain Dog,1,239
713,n02107908,a photo of a Appenzeller Sennenhund or Appenzeller Mountain Dog.,Appenzeller Sennenhund or Appenzeller Mountain Dog,1,240
792,n02108000,a photo of a EntleBucher Sennenhund or Entlebucher Mountain Dog.,EntleBucher Sennenhund or Entlebucher Mountain Dog,1,241
1073,n02108089,a photo of a Boxer Dog.,Boxer Dog,1,242
745,n02108422,a photo of a Bull Mastiff.,Bull Mastiff,1,243
1048,n02108551,a photo of a Tibetan Mastiff.,Tibetan Mastiff,1,244
795,n02108915,a photo of a French Bulldog.,French Bulldog,1,245
937,n02109047,a photo of a Great Dane.,Great Dane,1,246
889,n02109525,a photo of a Saint Bernard or St. Bernard.,Saint Bernard or St. Bernard,1,247
1015,n02109961,a photo of a Eskimo Husky.,Eskimo Husky,1,248
757,n02110063,a photo of a Alaskan Malamute.,Alaskan Malamute,1,249
985,n02110185,a photo of a Siberian Husky.,Siberian Husky,1,250
1045,n02110341,a photo of a Dalmatian.,Dalmatian,1,251
849,n02110627,a photo of a Affenpinscher Monkey Dog.,Affenpinscher Monkey Dog,1,252
892,n02110806,a photo of a Basenji.,Basenji,1,253
809,n02110958,a photo of a Pug.,Pug,1,254
811,n02111129,a photo of a Leonberger Dog.,Leonberger Dog,1,255
714,n02111277,a photo of a Newfoundland Dog.,Newfoundland Dog,1,256
959,n02111500,a photo of a Great Pyrenees Dog.,Great Pyrenees Dog,1,257
749,n02111889,a photo of a Samoyed Dog.,Samoyed Dog,1,258
747,n02112018,a photo of a Pomeranian.,Pomeranian,1,259
760,n02112137,a photo of a Chow Chow.,Chow Chow,1,260
871,n02112350,a photo of a Keeshond Spitz.,Keeshond Spitz,1,261
1063,n02112706,a photo of a Brabancon Brussels griffon.,Brabancon Brussels griffon,1,262
838,n02113023,a photo of a Pembroke Welsh Corgi.,Pembroke Welsh Corgi,1,263
986,n02113186,a photo of a Cardigan Welsh Corgi.,Cardigan Welsh Corgi,1,264
1012,n02113624,a photo of a Toy Poodle.,Toy Poodle,1,265
819,n02113712,a photo of a Miniature Poodle.,Miniature Poodle,1,266
945,n02113799,a photo of a Standard Poodle.,Standard Poodle,1,267
835,n02113978,a photo of a Mexican hairless Dog (xoloitzcuintli).,Mexican hairless Dog (xoloitzcuintli),1,268
471,n02114367,a photo of a timber grey wolf.,timber grey wolf,1,269
298,n02114548,a photo of a Alaskan tundra wolf.,Alaskan tundra wolf,1,270
518,n02114712,a photo of a red maned wolf.,red maned wolf,1,271
451,n02114855,a photo of a coyote prairie wolf.,coyote prairie wolf,1,272
983,n02115641,a photo of a Dingo.,Dingo,1,273
905,n02115913,a photo of a Dhole.,Dhole,1,274
741,n02116738,a photo of a African hunting Dog.,African hunting Dog,1,275
501,n02117135,a photo of a hyena or hyaena.,hyena or hyaena,1,276
715,n02119022,a photo of a Red Fox.,Red Fox,1,277
962,n02119789,a photo of a Kit Fox.,Kit Fox,1,278
1069,n02120079,a photo of a Arctic White Fox.,Arctic White Fox,1,279
956,n02120505,a photo of a Grey Fox or Gray Fox.,Grey Fox or Gray Fox,1,280
325,n02123045,a photo of a tabby cat.,tabby cat,1,281
610,n02123159,a photo of a tiger cat or Oncilla.,tiger cat or Oncilla,1,282
388,n02123394,a photo of a Persian cat.,Persian cat,1,283
643,n02123597,a photo of a Siamese cat.,Siamese cat,1,284
591,n02124075,a photo of a Egyptian Mau.,Egyptian Mau,1,285
706,n02125311,a photo of a cougar.,cougar,1,286
444,n02127052,a photo of a lynx.,lynx,1,287
665,n02128385,a photo of a leopard.,leopard,1,288
343,n02128757,a photo of a snow leopard.,snow leopard,1,289
331,n02128925,a photo of a jaguar.,jaguar,1,290
477,n02129165,a photo of a lion.,lion,1,291
621,n02129604,a photo of a tiger.,tiger,1,292
414,n02130308,a photo of a cheetah.,cheetah,1,293
670,n02132136,a photo of a brown bear.,brown bear,1,294
417,n02133161,a photo of a American black bear.,American black bear,1,295
462,n02134084,a photo of a polar bear.,polar bear,1,296
450,n02134418,a photo of a sloth bear.,sloth bear,1,297
225,n02137549,a photo of a mongoose.,mongoose,1,298
211,n02138441,a photo of a meerkat.,meerkat,1,299
1025,n02165105,a photo of a tiger beetle.,tiger beetle,1,300
1042,n02165456,a photo of a ladybug or ladybird beetle.,ladybug or ladybird beetle,1,301
773,n02167151,a photo of a ground beetle.,ground beetle,1,302
869,n02168699,a photo of a long-horned beetle.,long-horned beetle,1,303
1055,n02169497,a photo of a leaf beetle.,leaf beetle,1,304
1116,n02172182,a photo of a dung beetle.,dung beetle,1,305
1080,n02174001,a photo of a rhinoceros beetle.,rhinoceros beetle,1,306
887,n02177972,a photo of a weevil beetle.,weevil beetle,1,307
647,n02190166,a photo of a fly.,fly,1,308
358,n02206856,a photo of a bee.,bee,1,309
377,n02219486,a photo of a ant.,ant,1,310
516,n02226429,a photo of a grasshopper.,grasshopper,1,311
526,n02229544,a photo of a cricket.,cricket,1,312
412,n02231487,a photo of a walking stick insect.,walking stick insect,1,313
688,n02233338,a photo of a cockroach.,cockroach,1,314
573,n02236044,a photo of a praying mantis.,praying mantis,1,315
692,n02256656,a photo of a cicada.,cicada,1,316
569,n02259212,a photo of a leafhopper.,leafhopper,1,317
322,n02264363,a photo of a lacewing fly.,lacewing fly,1,318
419,n02268443,a photo of a dragonfly or devil's darning needle insect.,dragonfly or devil's darning needle insect,1,319
645,n02268853,a photo of a damselfly.,damselfly,1,320
796,n02276258,a photo of a red admiral butterfly.,red admiral butterfly,1,321
939,n02277742,a photo of a ringlet butterfly.,ringlet butterfly,1,322
728,n02279972,a photo of a monarch milkweed butterfly.,monarch milkweed butterfly,1,323
941,n02280649,a photo of a small white cabbage butterfly.,small white cabbage butterfly,1,324
861,n02281406,a photo of a sulphur butterfly.,sulphur butterfly,1,325
1057,n02281787,a photo of a gossamer-winged butterfly.,gossamer-winged butterfly,1,326
183,n02317335,a photo of a starfish.,starfish,1,327
256,n02319095,a photo of a sea urchin.,sea urchin,1,328
174,n02321529,a photo of a sea cucumber.,sea cucumber,1,329
317,n02325366,a photo of a cottontail wood rabbit.,cottontail wood rabbit,1,330
283,n02326432,a photo of a hare.,hare,1,331
499,n02328150,a photo of a Angora rabbit.,Angora rabbit,1,332
704,n02342885,a photo of a hamster.,hamster,1,333
407,n02346627,a photo of a porcupine or hedgehog.,porcupine or hedgehog,1,334
320,n02356798,a photo of a eastern Fox squirrel.,eastern Fox squirrel,1,335
657,n02361337,a photo of a marmot squirell.,marmot squirell,1,336
482,n02363005,a photo of a beaver.,beaver,1,337
693,n02364673,a photo of a guinea pig.,guinea pig,1,338
67,n02389026,a photo of a common sorrel horse.,common sorrel horse,1,339
140,n02391049,a photo of a zebra.,zebra,1,340
565,n02395406,a photo of a pig (hog).,pig (hog),1,341
386,n02396427,a photo of a wild boar.,wild boar,1,342
303,n02397096,a photo of a warthog.,warthog,1,343
200,n02398521,a photo of a hippopotamus.,hippopotamus,1,344
107,n02403003,a photo of a ox.,ox,1,345
100,n02408429,a photo of a Asiatic water buffalo or water ox (Old World buffalo).,Asiatic water buffalo or water ox (Old World buffalo),1,346
102,n02410509,a photo of a bison.,bison,1,347
126,n02412080,a photo of a ram or male sheep.,ram or male sheep,1,348
176,n02415577,a photo of a bighorn sheep.,bighorn sheep,1,349
150,n02417914,a photo of a Alpine ibex.,Alpine ibex,1,350
61,n02422106,a photo of a hartebeest.,hartebeest,1,351
147,n02422699,a photo of a impala (antelope).,impala (antelope),1,352
65,n02423022,a photo of a gazelle.,gazelle,1,353
254,n02437312,a photo of a Arabian camel.,Arabian camel,1,354
82,n02437616,a photo of a llama.,llama,1,355
271,n02441942,a photo of a weasel.,weasel,1,356
103,n02442845,a photo of a mink.,mink,1,357
134,n02443114,a photo of a European polecat.,European polecat,1,358
168,n02443484,a photo of a black-footed ferret.,black-footed ferret,1,359
175,n02444819,a photo of a otter.,otter,1,360
233,n02445715,a photo of a skunk.,skunk,1,361
91,n02447366,a photo of a badger.,badger,1,362
239,n02454379,a photo of a armadillo.,armadillo,1,363
148,n02457408,a photo of a three-toed tree sloth.,three-toed tree sloth,1,364
779,n02480495,a photo of a orangutan.,orangutan,1,365
997,n02480855,a photo of a gorilla.,gorilla,1,366
1071,n02481823,a photo of a chimpanzee or chimp.,chimpanzee or chimp,1,367
1056,n02483362,a photo of a gibbon.,gibbon,1,368
802,n02483708,a photo of a siamang.,siamang,1,369
788,n02484975,a photo of a guenon monkey.,guenon monkey,1,370
859,n02486261,a photo of a patas hussar.,patas hussar,1,371
724,n02486410,a photo of a baboon.,baboon,1,372
862,n02487347,a photo of a macaque.,macaque,1,373
884,n02488291,a photo of a langur.,langur,1,374
824,n02488702,a photo of a black-and-white colobus monkey.,black-and-white colobus monkey,1,375
1008,n02489166,a photo of a proboscis monkey.,proboscis monkey,1,376
1038,n02490219,a photo of a marmoset.,marmoset,1,377
711,n02492035,a photo of a white-headed capuchin.,white-headed capuchin,1,378
873,n02492660,a photo of a howler monkey.,howler monkey,1,379
786,n02493509,a photo of a titi monkey.,titi monkey,1,380
781,n02493793,a photo of a Geoffroy's spider monkey.,Geoffroy's spider monkey,1,381
969,n02494079,a photo of a common squirrel monkey.,common squirrel monkey,1,382
719,n02497673,a photo of a Ring-tailed lemur.,Ring-tailed lemur,1,383
1009,n02500267,a photo of a indri or indris lemur (babakato).,indri or indris lemur (babakato),1,384
39,n02504013,a photo of a Asian elephant.,Asian elephant,1,385
60,n02504458,a photo of a African bush elephant.,African bush elephant,1,386
92,n02509815,a photo of a lesser red panda.,lesser red panda,1,387
110,n02510455,a photo of a giant panda bear.,giant panda bear,1,388
662,n02514041,a photo of a snoek fish.,snoek fish,1,389
478,n02526121,a photo of a eel.,eel,1,390
823,n02536864,a photo of a coho silver salmon.,coho silver salmon,1,391
486,n02606052,a photo of a rock beauty fish.,rock beauty fish,1,392
636,n02607072,a photo of a clown fish.,clown fish,1,393
330,n02640242,a photo of a sturgeon.,sturgeon,1,394
586,n02641379,a photo of a garfish.,garfish,1,395
514,n02643566,a photo of a lionfish.,lionfish,1,396
664,n02655020,a photo of a pufferfish or blowfish.,pufferfish or blowfish,1,397
188,n02666196,a photo of a abacus.,abacus,1,398
1156,n02667093,a photo of a abaya.,abaya,1,399
918,n02669723,a photo of a academic gown.,academic gown,1,400
860,n02672831,a photo of a piano accordion.,piano accordion,1,401
879,n02676566,a photo of a acoustic guitar.,acoustic guitar,1,402
70,n02687172,a photo of a aircraft carrier.,aircraft carrier,1,403
1052,n02690373,a photo of a airliner.,airliner,1,404
42,n02692877,a photo of a airship.,airship,1,405
45,n02699494,a photo of a altar.,altar,1,406
1054,n02701002,a photo of a ambulance.,ambulance,1,407
587,n02704792,a photo of a amphibious vehicle.,amphibious vehicle,1,408
738,n02708093,a photo of a analog clock.,analog clock,1,409
604,n02727426,a photo of a apiary or bee shed.,apiary or bee shed,1,410
455,n02730930,a photo of a apron.,apron,1,411
261,n02747177,a photo of a trash can.,trash can,1,412
725,n02749479,a photo of a assault rifle weapon.,assault rifle weapon,1,413
646,n02769748,a photo of a backpack or rucksack.,backpack or rucksack,1,414
215,n02776631,a photo of a bakery.,bakery,1,415
696,n02777292,a photo of a balance beam.,balance beam,1,416
535,n02782093,a photo of a hot air balloon.,hot air balloon,1,417
496,n02783161,a photo of a ballpoint pen.,ballpoint pen,1,418
717,n02786058,a photo of a Band Aid.,Band Aid,1,419
797,n02787622,a photo of a banjo.,banjo,1,420
294,n02788148,a photo of a bannister (balustrade) handrail.,bannister (balustrade) handrail,1,421
644,n02790996,a photo of a barbell.,barbell,1,422
1109,n02791124,a photo of a barber chair.,barber chair,1,423
157,n02791270,a photo of a barbershop.,barbershop,1,424
64,n02793495,a photo of a barn.,barn,1,425
600,n02794156,a photo of a barometer.,barometer,1,426
113,n02795169,a photo of a barrel.,barrel,1,427
1000,n02797295,a photo of a wheelbarrow.,wheelbarrow,1,428
850,n02799071,a photo of a baseball.,baseball,1,429
957,n02802426,a photo of a basketball.,basketball,1,430
